PRACTICE_CODE,INDICATOR_GROUP_CODE,REGISTER,PATIENT_LIST_TYPE,PATIENT_LIST_SIZE
G81035,DEM,108,TOTAL,10246
G81035,DEP,981,18OV,8252
G81035,DM,448,17OV,8363
G81035,EP,74,18OV,8252
G81035,HF,88,TOTAL,10246
G81035,HYP,1494,TOTAL,10246
G81035,LD,55,TOTAL,10246
G81035,MH,115,TOTAL,10246
G81035,OB,463,18OV,8252
G81035,OST,13,50OV,4676
G81035,PAD,69,TOTAL,10246
G81035,PC,22,TOTAL,10246
G81035,RA,69,16OV,8456
G81035,STIA,205,TOTAL,10246
G81036,AF,254,TOTAL,9339
G81036,AST,496,TOTAL,9339
G81036,CAN,263,TOTAL,9339
G81036,CHD,249,TOTAL,9339
G81036,CKD,404,18OV,7401
G81036,COPD,140,TOTAL,9339
G81036,CVDPP,39,30_74,5212
G81036,DEM,97,TOTAL,9339
G81036,DEP,620,18OV,7401
G81036,DM,386,17OV,7511
G81036,EP,44,18OV,7401
G81036,HF,66,TOTAL,9339
G81036,HYP,1282,TOTAL,9339
G81036,LD,30,TOTAL,9339
G81036,MH,68,TOTAL,9339
G81036,OB,415,18OV,7401
G81036,OST,6,50OV,3857
G81036,PAD,56,TOTAL,9339
G81036,PC,38,TOTAL,9339
G81036,RA,63,16OV,7627
G81036,STIA,177,TOTAL,9339
G81037,AF,186,TOTAL,8174
G81037,AST,456,TOTAL,8174
G81037,CAN,280,TOTAL,8174
G81037,CHD,249,TOTAL,8174
G81037,CKD,336,18OV,6585
G81037,COPD,126,TOTAL,8174
G81037,CVDPP,45,30_74,4899
G81037,DEM,52,TOTAL,8174
G81037,DEP,559,18OV,6585
G81037,DM,329,17OV,6673
G81037,EP,36,18OV,6585
G81037,HF,52,TOTAL,8174
G81037,HYP,1206,TOTAL,8174
G81037,LD,51,TOTAL,8174
G81037,MH,74,TOTAL,8174
G81037,OB,354,18OV,6585
G81037,OST,3,50OV,3434
G81037,PAD,30,TOTAL,8174
G81037,PC,25,TOTAL,8174
G81037,RA,61,16OV,6745
G81037,STIA,151,TOTAL,8174
G81038,AF,214,TOTAL,19301
G81038,AST,813,TOTAL,19301
G81038,CAN,335,TOTAL,19301
G81038,CHD,295,TOTAL,19301
G81038,CKD,513,18OV,16609
G81038,COPD,177,TOTAL,19301
G81038,CVDPP,56,30_74,8604
G81038,DEM,80,TOTAL,19301
G81038,DEP,1929,18OV,16609
G81038,DM,552,17OV,16777
G81038,EP,85,18OV,16609
G81038,HF,65,TOTAL,19301
G81038,HYP,1412,TOTAL,19301
G81038,LD,86,TOTAL,19301
G81038,MH,149,TOTAL,19301
G81038,OB,1088,18OV,16609
G81038,OST,9,50OV,4458
G81038,PAD,70,TOTAL,19301
G81038,PC,21,TOTAL,19301
G81038,RA,63,16OV,16913
G81038,STIA,165,TOTAL,19301
G81039,AF,862,TOTAL,16223
G81039,AST,1015,TOTAL,16223
G81039,CAN,890,TOTAL,16223
G81039,CHD,992,TOTAL,16223
G81039,CKD,1081,18OV,14127
G81039,COPD,375,TOTAL,16223
G81039,CVDPP,113,30_74,9139
G81039,DEM,325,TOTAL,16223
G81039,DEP,1633,18OV,14127
G81039,DM,1261,17OV,14271
G81039,EP,127,18OV,14127
G81039,HF,282,TOTAL,16223
G81039,HYP,4124,TOTAL,16223
G81039,LD,51,TOTAL,16223
G81039,MH,193,TOTAL,16223
G81039,OB,1425,18OV,14127
G81039,OST,24,50OV,9920
G81039,PAD,206,TOTAL,16223
G81039,PC,110,TOTAL,16223
G81039,RA,168,16OV,14384
G81039,STIA,597,TOTAL,16223
G81040,AF,113,TOTAL,3297
G81040,AST,180,TOTAL,3297
G81040,CAN,121,TOTAL,3297
G81040,CHD,106,TOTAL,3297
G81040,CKD,99,18OV,2554
G81040,COPD,63,TOTAL,3297
G81040,CVDPP,25,30_74,1805
G81040,DEM,20,TOTAL,3297
G81040,DEP,162,18OV,2554
G81040,DM,119,17OV,2610
G81040,EP,17,18OV,2554
G81040,HF,21,TOTAL,3297
G81040,HYP,461,TOTAL,3297
G81040,LD,11,TOTAL,3297
G81040,MH,25,TOTAL,3297
G81040,OB,72,18OV,2554
G81040,OST,3,50OV,1570
G81040,PAD,23,TOTAL,3297
G81040,PC,2,TOTAL,3297
G81040,RA,24,16OV,2670
G81040,STIA,72,TOTAL,3297
G81041,AF,501,TOTAL,15263
G81041,AST,1045,TOTAL,15263
G81041,CAN,617,TOTAL,15263
G81041,CHD,723,TOTAL,15263
G81041,CKD,509,18OV,12569
G81041,COPD,462,TOTAL,15263
G81041,CVDPP,114,30_74,8388
G81041,DEM,198,TOTAL,15263
G81041,DEP,1729,18OV,12569
G81041,DM,1027,17OV,12726
G81041,EP,112,18OV,12569
G81041,HF,236,TOTAL,15263
G81041,HYP,3061,TOTAL,15263
G81041,LD,72,TOTAL,15263
G81041,MH,164,TOTAL,15263
G81041,OB,1142,18OV,12569
G81041,OST,52,50OV,7567
G81041,PAD,149,TOTAL,15263
G81041,PC,155,TOTAL,15263
G81041,RA,105,16OV,12877
G81041,STIA,432,TOTAL,15263
G81042,AF,177,TOTAL,10484
G81042,AST,594,TOTAL,10484
G81042,CAN,272,TOTAL,10484
G81042,CHD,254,TOTAL,10484
G81042,CKD,342,18OV,8448
G81042,COPD,114,TOTAL,10484
G81042,CVDPP,76,30_74,6394
G81042,DEM,63,TOTAL,10484
G81042,DEP,589,18OV,8448
G81042,DM,357,17OV,8565
G81042,EP,68,18OV,8448
G81042,HF,57,TOTAL,10484
G81042,HYP,1207,TOTAL,10484
G81042,LD,42,TOTAL,10484
G81042,MH,96,TOTAL,10484
G81042,OB,370,18OV,8448
G81042,OST,10,50OV,3916
G81042,PAD,43,TOTAL,10484
G81042,PC,30,TOTAL,10484
G81042,RA,43,16OV,8682
G81042,STIA,131,TOTAL,10484
G81043,AF,180,TOTAL,7099
G81043,AST,481,TOTAL,7099
G81043,CAN,266,TOTAL,7099
G81043,CHD,171,TOTAL,7099
G81043,CKD,233,18OV,5725
G81043,COPD,133,TOTAL,7099
G81043,CVDPP,79,30_74,4231
G81043,DEM,50,TOTAL,7099
G81043,DEP,703,18OV,5725
G81043,DM,294,17OV,5792
G81043,EP,43,18OV,5725
G81043,HF,52,TOTAL,7099
G81043,HYP,1172,TOTAL,7099
G81043,LD,23,TOTAL,7099
G81043,MH,56,TOTAL,7099
G81043,OB,435,18OV,5725
G81043,OST,7,50OV,3153
G81043,PAD,41,TOTAL,7099
G81043,PC,9,TOTAL,7099
G81043,RA,32,16OV,5867
G81043,STIA,126,TOTAL,7099
G81044,AF,74,TOTAL,5952
G81044,AST,337,TOTAL,5952
G81044,CAN,158,TOTAL,5952
G81044,CHD,84,TOTAL,5952
G81044,CKD,98,18OV,5110
G81044,COPD,81,TOTAL,5952
G81044,CVDPP,15,30_74,4003
G81044,DEM,13,TOTAL,5952
G81044,DEP,524,18OV,5110
G81044,DM,129,17OV,5161
G81044,EP,47,18OV,5110
G81044,HF,20,TOTAL,5952
G81044,HYP,429,TOTAL,5952
G81044,LD,37,TOTAL,5952
G81044,MH,79,TOTAL,5952
G81044,OB,165,18OV,5110
G81044,OST,6,50OV,1800
G81044,PAD,19,TOTAL,5952
G81044,PC,13,TOTAL,5952
G81044,RA,14,16OV,5193
G81044,STIA,54,TOTAL,5952
G81045,AF,215,TOTAL,10114
G81045,AST,567,TOTAL,10114
G81045,CAN,309,TOTAL,10114
G81045,CHD,242,TOTAL,10114
G81045,CKD,402,18OV,7929
G81045,COPD,114,TOTAL,10114
G81045,CVDPP,39,30_74,5918
G81045,DEM,89,TOTAL,10114
G81045,DEP,752,18OV,7929
G81045,DM,269,17OV,8082
G81045,EP,50,18OV,7929
G81045,HF,59,TOTAL,10114
G81045,HYP,1090,TOTAL,10114
G81045,LD,29,TOTAL,10114
G81045,MH,118,TOTAL,10114
G81045,OB,434,18OV,7929
G81045,OST,12,50OV,4279
G81045,PAD,36,TOTAL,10114
G81045,PC,29,TOTAL,10114
G81045,RA,47,16OV,8234
G81045,STIA,178,TOTAL,10114
G81046,AF,219,TOTAL,11968
G81046,AST,792,TOTAL,11968
G81046,CAN,299,TOTAL,11968
G81046,CHD,364,TOTAL,11968
G81046,CKD,285,18OV,9571
G81046,COPD,228,TOTAL,11968
G81046,CVDPP,71,30_74,6972
G81046,DEM,53,TOTAL,11968
G81046,DEP,893,18OV,9571
G81046,DM,639,17OV,9725
G81046,EP,85,18OV,9571
G81046,HF,85,TOTAL,11968
G81046,HYP,1526,TOTAL,11968
G81046,LD,41,TOTAL,11968
G81046,MH,116,TOTAL,11968
G81046,OB,746,18OV,9571
G81046,OST,19,50OV,4492
G81046,PAD,73,TOTAL,11968
G81046,PC,23,TOTAL,11968
G81046,RA,80,16OV,9854
G81046,STIA,199,TOTAL,11968
G81047,AF,90,TOTAL,7957
G81047,AST,422,TOTAL,7957
G81047,CAN,164,TOTAL,7957
G81047,CHD,140,TOTAL,7957
G81047,CKD,126,18OV,6908
G81047,COPD,59,TOTAL,7957
G81047,CVDPP,73,30_74,5287
G81047,DEM,42,TOTAL,7957
G81047,DEP,748,18OV,6908
G81047,DM,227,17OV,6982
G81047,EP,44,18OV,6908
G81047,HF,37,TOTAL,7957
G81047,HYP,694,TOTAL,7957
G81047,LD,23,TOTAL,7957
G81047,MH,128,TOTAL,7957
G81047,OB,182,18OV,6908
G81047,OST,6,50OV,2386
G81047,PAD,15,TOTAL,7957
G81047,PC,17,TOTAL,7957
G81047,RA,24,16OV,7025
G81047,STIA,90,TOTAL,7957
G81048,AF,176,TOTAL,7896
G81048,AST,356,TOTAL,7896
G81048,CAN,283,TOTAL,7896
G81048,CHD,280,TOTAL,7896
G81048,CKD,290,18OV,6615
G81048,COPD,213,TOTAL,7896
G81048,CVDPP,49,30_74,4959
G81048,DEM,108,TOTAL,7896
G81048,DEP,706,18OV,6615
G81048,DM,499,17OV,6679
G81048,EP,66,18OV,6615
G81048,HF,49,TOTAL,7896
G81048,HYP,1121,TOTAL,7896
G81048,LD,44,TOTAL,7896
G81048,MH,134,TOTAL,7896
G81048,OB,604,18OV,6615
G81048,OST,6,50OV,3629
G81048,PAD,58,TOTAL,7896
G81048,PC,47,TOTAL,7896
G81048,RA,35,16OV,6738
G81048,STIA,181,TOTAL,7896
G81049,AF,201,TOTAL,7202
G81049,AST,500,TOTAL,7202
G81049,CAN,216,TOTAL,7202
G81049,CHD,277,TOTAL,7202
G81049,CKD,356,18OV,5760
G81049,COPD,164,TOTAL,7202
G81049,CVDPP,38,30_74,3953
G81049,DEM,74,TOTAL,7202
G81049,DEP,790,18OV,5760
G81049,DM,423,17OV,5843
G81049,EP,50,18OV,5760
G81049,HF,60,TOTAL,7202
G81049,HYP,1201,TOTAL,7202
G81049,LD,42,TOTAL,7202
G81049,MH,73,TOTAL,7202
G81049,OB,582,18OV,5760
G81049,OST,11,50OV,3157
G81049,PAD,51,TOTAL,7202
G81049,PC,26,TOTAL,7202
G81049,RA,45,16OV,5910
G81049,STIA,161,TOTAL,7202
G81050,AF,481,TOTAL,11889
G81050,AST,946,TOTAL,11889
G81050,CAN,596,TOTAL,11889
G81050,CHD,537,TOTAL,11889
G81050,CKD,992,18OV,9967
G81050,COPD,265,TOTAL,11889
G81050,CVDPP,102,30_74,6814
G81050,DEM,248,TOTAL,11889
G81050,DEP,1637,18OV,9967
G81050,DM,667,17OV,10075
G81050,EP,77,18OV,9967
G81050,HF,146,TOTAL,11889
G81050,HYP,2280,TOTAL,11889
G81050,LD,63,TOTAL,11889
G81050,MH,187,TOTAL,11889
G81050,OB,652,18OV,9967
G81050,OST,188,50OV,5889
G81050,PAD,122,TOTAL,11889
G81050,PC,105,TOTAL,11889
G81050,RA,91,16OV,10185
G81050,STIA,351,TOTAL,11889
G81051,AF,314,TOTAL,6954
G81051,AST,391,TOTAL,6954
G81051,CAN,358,TOTAL,6954
G81051,CHD,282,TOTAL,6954
G81051,CKD,446,18OV,5932
G81051,COPD,174,TOTAL,6954
G81051,CVDPP,52,30_74,4241
G81051,DEM,55,TOTAL,6954
G81051,DEP,609,18OV,5932
G81051,DM,491,17OV,5979
G81051,EP,40,18OV,5932
G81051,HF,89,TOTAL,6954
G81051,HYP,1665,TOTAL,6954
G81051,LD,32,TOTAL,6954
G81051,MH,56,TOTAL,6954
G81051,OB,633,18OV,5932
G81051,OST,60,50OV,3838
G81051,PAD,49,TOTAL,6954
G81051,PC,82,TOTAL,6954
G81051,RA,48,16OV,6026
G81051,STIA,146,TOTAL,6954
G81052,AF,126,TOTAL,4069
G81052,AST,237,TOTAL,4069
G81052,CAN,125,TOTAL,4069
G81052,CHD,150,TOTAL,4069
G81052,CKD,201,18OV,3335
G81052,COPD,65,TOTAL,4069
G81052,CVDPP,51,30_74,2468
G81052,DEM,44,TOTAL,4069
G81052,DEP,299,18OV,3335
G81052,DM,205,17OV,3375
G81052,EP,21,18OV,3335
G81052,HF,33,TOTAL,4069
G81052,HYP,799,TOTAL,4069
G81052,LD,10,TOTAL,4069
G81052,MH,26,TOTAL,4069
G81052,OB,312,18OV,3335
G81052,OST,2,50OV,2146
G81052,PAD,22,TOTAL,4069
G81052,PC,27,TOTAL,4069
G81052,RA,33,16OV,3423
G81052,STIA,100,TOTAL,4069
G81053,AF,228,TOTAL,6806
G81053,AST,457,TOTAL,6806
G81053,CAN,277,TOTAL,6806
G81053,CHD,325,TOTAL,6806
G81053,CKD,422,18OV,5665
G81053,COPD,223,TOTAL,6806
G81053,CVDPP,30,30_74,3975
G81053,DEM,98,TOTAL,6806
G81053,DEP,622,18OV,5665
G81053,DM,483,17OV,5728
G81053,EP,55,18OV,5665
G81053,HF,69,TOTAL,6806
G81053,HYP,1245,TOTAL,6806
G81053,LD,25,TOTAL,6806
G81053,MH,62,TOTAL,6806
G81053,OB,383,18OV,5665
G81053,OST,6,50OV,3337
G81053,PAD,62,TOTAL,6806
G81053,PC,29,TOTAL,6806
G81053,RA,66,16OV,5790
G81053,STIA,230,TOTAL,6806
G81054,AF,145,TOTAL,10282
G81054,AST,615,TOTAL,10282
G81054,CAN,218,TOTAL,10282
G81054,CHD,237,TOTAL,10282
G81054,CKD,270,18OV,9110
G81054,COPD,186,TOTAL,10282
G81054,CVDPP,60,30_74,6761
G81054,DEM,52,TOTAL,10282
G81054,DEP,1193,18OV,9110
G81054,DM,445,17OV,9189
G81054,EP,64,18OV,9110
G81054,HF,64,TOTAL,10282
G81054,HYP,1108,TOTAL,10282
G81054,LD,34,TOTAL,10282
G81054,MH,176,TOTAL,10282
G81054,OB,544,18OV,9110
G81054,OST,6,50OV,3591
G81054,PAD,44,TOTAL,10282
G81054,PC,28,TOTAL,10282
G81054,RA,43,16OV,9253
G81054,STIA,143,TOTAL,10282
G81055,AF,319,TOTAL,9033
G81055,AST,567,TOTAL,9033
G81055,CAN,439,TOTAL,9033
G81055,CHD,325,TOTAL,9033
G81055,CKD,451,18OV,7508
G81055,COPD,191,TOTAL,9033
G81055,CVDPP,110,30_74,5346
G81055,DEM,135,TOTAL,9033
G81055,DEP,935,18OV,7508
G81055,DM,551,17OV,7593
G81055,EP,67,18OV,7508
G81055,HF,91,TOTAL,9033
G81055,HYP,2010,TOTAL,9033
G81055,LD,75,TOTAL,9033
G81055,MH,106,TOTAL,9033
G81055,OB,462,18OV,7508
G81055,OST,9,50OV,4540
G81055,PAD,53,TOTAL,9033
G81055,PC,24,TOTAL,9033
G81055,RA,75,16OV,7679
G81055,STIA,232,TOTAL,9033
G81056,AF,241,TOTAL,8412
G81056,AST,395,TOTAL,8412
G81056,CAN,211,TOTAL,8412
G81056,CHD,230,TOTAL,8412
G81056,CKD,260,18OV,7352
G81056,COPD,118,TOTAL,8412
G81056,CVDPP,57,30_74,3962
G81056,DEM,181,TOTAL,8412
G81056,DEP,744,18OV,7352
G81056,DM,361,17OV,7412
G81056,EP,59,18OV,7352
G81056,HF,73,TOTAL,8412
G81056,HYP,1211,TOTAL,8412
G81056,LD,53,TOTAL,8412
G81056,MH,120,TOTAL,8412
G81056,OB,349,18OV,7352
G81056,OST,39,50OV,3239
G81056,PAD,48,TOTAL,8412
G81056,PC,125,TOTAL,8412
G81056,RA,41,16OV,7486
G81056,STIA,173,TOTAL,8412
G81057,AF,259,TOTAL,6173
G81057,AST,428,TOTAL,6173
G81057,CAN,299,TOTAL,6173
G81057,CHD,322,TOTAL,6173
G81057,CKD,373,18OV,5185
G81057,COPD,145,TOTAL,6173
G81057,CVDPP,74,30_74,3618
G81057,DEM,59,TOTAL,6173
G81057,DEP,603,18OV,5185
G81057,DM,394,17OV,5255
G81057,EP,29,18OV,5185
G81057,HF,100,TOTAL,6173
G81057,HYP,1362,TOTAL,6173
G81057,LD,31,TOTAL,6173
G81057,MH,55,TOTAL,6173
G81057,OB,432,18OV,5185
G81057,OST,27,50OV,3295
G81057,PAD,55,TOTAL,6173
G81057,PC,34,TOTAL,6173
G81057,RA,65,16OV,5333
G81057,STIA,194,TOTAL,6173
G81059,AF,407,TOTAL,11788
G81059,AST,921,TOTAL,11788
G81059,CAN,465,TOTAL,11788
G81059,CHD,551,TOTAL,11788
G81059,CKD,754,18OV,9389
G81059,COPD,346,TOTAL,11788
G81059,CVDPP,115,30_74,6345
G81059,DEM,118,TOTAL,11788
G81059,DEP,1683,18OV,9389
G81059,DM,773,17OV,9567
G81059,EP,83,18OV,9389
G81059,HF,156,TOTAL,11788
G81059,HYP,2314,TOTAL,11788
G81059,LD,57,TOTAL,11788
G81059,MH,119,TOTAL,11788
G81059,OB,1079,18OV,9389
G81059,OST,52,50OV,5323
G81059,PAD,126,TOTAL,11788
G81059,PC,60,TOTAL,11788
G81059,RA,93,16OV,9706
G81059,STIA,335,TOTAL,11788
G81061,AF,128,TOTAL,6087
G81061,AST,392,TOTAL,6087
G81061,CAN,216,TOTAL,6087
G81061,CHD,244,TOTAL,6087
G81061,CKD,164,18OV,4825
G81061,COPD,186,TOTAL,6087
G81061,CVDPP,41,30_74,3414
G81061,DEM,45,TOTAL,6087
G81061,DEP,738,18OV,4825
G81061,DM,345,17OV,4896
G81061,EP,38,18OV,4825
G81061,HF,49,TOTAL,6087
G81061,HYP,1000,TOTAL,6087
G81061,LD,30,TOTAL,6087
G81061,MH,81,TOTAL,6087
G81061,OB,531,18OV,4825
G81061,OST,37,50OV,2512
G81061,PAD,75,TOTAL,6087
G81061,PC,13,TOTAL,6087
G81061,RA,41,16OV,4966
G81061,STIA,147,TOTAL,6087
G81065,AF,216,TOTAL,8706
G81065,AST,617,TOTAL,8706
G81065,CAN,272,TOTAL,8706
G81065,CHD,296,TOTAL,8706
G81065,CKD,476,18OV,6878
G81065,COPD,198,TOTAL,8706
G81065,CVDPP,63,30_74,4919
G81065,DEM,105,TOTAL,8706
G81065,DEP,674,18OV,6878
G81065,DM,443,17OV,6975
G81065,EP,66,18OV,6878
G81065,HF,114,TOTAL,8706
G81065,HYP,1265,TOTAL,8706
G81065,LD,70,TOTAL,8706
G81065,MH,67,TOTAL,8706
G81065,OB,562,18OV,6878
G81065,OST,10,50OV,3598
G81065,PAD,72,TOTAL,8706
G81065,PC,22,TOTAL,8706
G81065,RA,70,16OV,7081
G81065,STIA,174,TOTAL,8706
G81070,AF,318,TOTAL,18708
G81070,AST,907,TOTAL,18708
G81070,CAN,408,TOTAL,18708
G81070,CHD,412,TOTAL,18708
G81070,CKD,498,18OV,15477
G81070,COPD,261,TOTAL,18708
G81070,CVDPP,71,30_74,11510
G81070,DEM,201,TOTAL,18708
G81070,DEP,1844,18OV,15477
G81070,DM,611,17OV,15619
G81070,EP,98,18OV,15477
G81070,HF,113,TOTAL,18708
G81070,HYP,1764,TOTAL,18708
G81070,LD,80,TOTAL,18708
G81070,MH,308,TOTAL,18708
G81070,OB,850,18OV,15477
G81070,OST,7,50OV,5985
G81070,PAD,86,TOTAL,18708
G81070,PC,46,TOTAL,18708
G81070,RA,74,16OV,15748
G81070,STIA,301,TOTAL,18708
G81071,AF,13,TOTAL,20575
G81071,AST,417,TOTAL,20575
G81071,CAN,18,TOTAL,20575
G81071,CHD,11,TOTAL,20575
G81071,CKD,11,18OV,20204
G81071,COPD,6,TOTAL,20575
G81071,CVDPP,4,30_74,4378
G81071,DEM,0,TOTAL,20575
G81071,DEP,586,18OV,20204
G81071,DM,85,17OV,20249
G81071,EP,37,18OV,20204
G81071,HF,1,TOTAL,20575
G81071,HYP,123,TOTAL,20575
G81071,LD,4,TOTAL,20575
G81071,MH,64,TOTAL,20575
G81071,OB,257,18OV,20204
G81071,OST,0,50OV,293
G81071,PAD,1,TOTAL,20575
G81071,PC,0,TOTAL,20575
G81071,RA,10,16OV,20262
G81071,STIA,4,TOTAL,20575
G81073,AF,152,TOTAL,8058
G81073,AST,677,TOTAL,8058
G81073,CAN,193,TOTAL,8058
G81073,CHD,247,TOTAL,8058
G81073,CKD,324,18OV,6197
G81073,COPD,175,TOTAL,8058
G81073,CVDPP,53,30_74,4543
G81073,DEM,35,TOTAL,8058
G81073,DEP,949,18OV,6197
G81073,DM,388,17OV,6291
G81073,EP,42,18OV,6197
G81073,HF,57,TOTAL,8058
G81073,HYP,1116,TOTAL,8058
G81073,LD,50,TOTAL,8058
G81073,MH,72,TOTAL,8058
G81073,OB,691,18OV,6197
G81073,OST,9,50OV,2759
G81073,PAD,64,TOTAL,8058
G81073,PC,27,TOTAL,8058
G81073,RA,50,16OV,6376
G81073,STIA,112,TOTAL,8058
G81074,AF,228,TOTAL,10692
G81074,AST,607,TOTAL,10692
G81074,CAN,302,TOTAL,10692
G81074,CHD,356,TOTAL,10692
G81074,CKD,380,18OV,8315
G81074,COPD,278,TOTAL,10692
G81074,CVDPP,73,30_74,6017
G81074,DEM,100,TOTAL,10692
G81074,DEP,924,18OV,8315
G81074,DM,615,17OV,8464
G81074,EP,83,18OV,8315
G81074,HF,131,TOTAL,10692
G81074,HYP,1560,TOTAL,10692
G81074,LD,71,TOTAL,10692
G81074,MH,159,TOTAL,10692
G81074,OB,1570,18OV,8315
G81074,OST,39,50OV,4049
G81074,PAD,84,TOTAL,10692
G81074,PC,41,TOTAL,10692
G81074,RA,58,16OV,8583
G81074,STIA,218,TOTAL,10692
G81075,AF,65,TOTAL,6883
G81075,AST,497,TOTAL,6883
G81075,CAN,138,TOTAL,6883
G81075,CHD,195,TOTAL,6883
G81075,CKD,143,18OV,5269
G81075,COPD,173,TOTAL,6883
G81075,CVDPP,30,30_74,3411
G81075,DEM,22,TOTAL,6883
G81075,DEP,982,18OV,5269
G81075,DM,404,17OV,5370
G81075,EP,55,18OV,5269
G81075,HF,36,TOTAL,6883
G81075,HYP,724,TOTAL,6883
G81075,LD,74,TOTAL,6883
G81075,MH,96,TOTAL,6883
G81075,OB,493,18OV,5269
G81075,OST,6,50OV,1831
G81075,PAD,39,TOTAL,6883
G81075,PC,10,TOTAL,6883
G81075,RA,48,16OV,5485
G81075,STIA,95,TOTAL,6883
G81076,AF,294,TOTAL,10170
G81076,AST,527,TOTAL,10170
G81076,CAN,371,TOTAL,10170
G81076,CHD,343,TOTAL,10170
G81076,CKD,287,18OV,8530
G81076,COPD,111,TOTAL,10170
G81076,CVDPP,62,30_74,6051
G81076,DEM,124,TOTAL,10170
G81076,DEP,507,18OV,8530
G81076,DM,484,17OV,8622
G81076,EP,50,18OV,8530
G81076,HF,65,TOTAL,10170
G81076,HYP,1442,TOTAL,10170
G81076,LD,31,TOTAL,10170
G81076,MH,82,TOTAL,10170
G81076,OB,347,18OV,8530
G81076,OST,6,50OV,5202
G81076,PAD,41,TOTAL,10170
G81076,PC,18,TOTAL,10170
G81076,RA,74,16OV,8707
G81076,STIA,245,TOTAL,10170
G81077,AF,269,TOTAL,7758
G81077,AST,410,TOTAL,7758
G81077,CAN,304,TOTAL,7758
G81077,CHD,318,TOTAL,7758
G81077,CKD,221,18OV,6530
G81077,COPD,153,TOTAL,7758
G81077,CVDPP,54,30_74,4514
G81077,DEM,144,TOTAL,7758
G81077,DEP,680,18OV,6530
G81077,DM,481,17OV,6592
G81077,EP,66,18OV,6530
G81077,HF,93,TOTAL,7758
G81077,HYP,1546,TOTAL,7758
G81077,LD,61,TOTAL,7758
G81077,MH,148,TOTAL,7758
G81077,OB,452,18OV,6530
G81077,OST,33,50OV,4007
G81077,PAD,50,TOTAL,7758
G81077,PC,50,TOTAL,7758
G81077,RA,58,16OV,6657
G81077,STIA,236,TOTAL,7758
G81082,AF,122,TOTAL,5750
G81082,AST,351,TOTAL,5750
G81082,CAN,185,TOTAL,5750
G81082,CHD,141,TOTAL,5750
G81082,CKD,144,18OV,4362
G81082,COPD,85,TOTAL,5750
G81082,CVDPP,54,30_74,3201
G81082,DEM,68,TOTAL,5750
G81082,DEP,363,18OV,4362
G81082,DM,245,17OV,4440
G81082,EP,35,18OV,4362
G81082,HF,34,TOTAL,5750
G81082,HYP,847,TOTAL,5750
G81082,LD,31,TOTAL,5750
G81082,MH,38,TOTAL,5750
G81082,OB,533,18OV,4362
G81082,OST,4,50OV,2337
G81082,PAD,25,TOTAL,5750
G81082,PC,20,TOTAL,5750
G81082,RA,32,16OV,4537
G81082,STIA,95,TOTAL,5750
G81083,AF,101,TOTAL,7301
G81083,AST,415,TOTAL,7301
G81083,CAN,172,TOTAL,7301
G81083,CHD,171,TOTAL,7301
G81083,CKD,173,18OV,5599
G81083,COPD,100,TOTAL,7301
G81083,CVDPP,31,30_74,4242
G81083,DEM,92,TOTAL,7301
G81083,DEP,431,18OV,5599
G81083,DM,239,17OV,5671
G81083,EP,52,18OV,5599
G81083,HF,41,TOTAL,7301
G81083,HYP,769,TOTAL,7301
G81083,LD,48,TOTAL,7301
G81083,MH,122,TOTAL,7301
G81083,OB,224,18OV,5599
G81083,OST,5,50OV,2379
G81083,PAD,23,TOTAL,7301
G81083,PC,14,TOTAL,7301
G81083,RA,33,16OV,5731
G81083,STIA,105,TOTAL,7301
G81084,AF,301,TOTAL,11636
G81084,AST,668,TOTAL,11636
G81084,CAN,388,TOTAL,11636
G81084,CHD,431,TOTAL,11636
G81084,CKD,466,18OV,9257
G81084,COPD,353,TOTAL,11636
G81084,CVDPP,107,30_74,6569
G81084,DEM,109,TOTAL,11636
G81084,DEP,1346,18OV,9257
G81084,DM,712,17OV,9373
G81084,EP,117,18OV,9257
G81084,HF,168,TOTAL,11636
G81084,HYP,1959,TOTAL,11636
G81084,LD,120,TOTAL,11636
G81084,MH,154,TOTAL,11636
G81084,OB,887,18OV,9257
G81084,OST,11,50OV,5056
G81084,PAD,93,TOTAL,11636
G81084,PC,73,TOTAL,11636
G81084,RA,67,16OV,9490
G81084,STIA,287,TOTAL,11636
G81085,AF,126,TOTAL,3718
G81085,AST,214,TOTAL,3718
G81085,CAN,132,TOTAL,3718
G81085,CHD,151,TOTAL,3718
G81085,CKD,134,18OV,3021
G81085,COPD,84,TOTAL,3718
G81085,CVDPP,24,30_74,2116
G81085,DEM,26,TOTAL,3718
G81085,DEP,440,18OV,3021
G81085,DM,204,17OV,3055
G81085,EP,25,18OV,3021
G81085,HF,43,TOTAL,3718
G81085,HYP,778,TOTAL,3718
G81085,LD,35,TOTAL,3718
G81085,MH,40,TOTAL,3718
G81085,OB,336,18OV,3021
G81085,OST,3,50OV,1763
G81085,PAD,37,TOTAL,3718
G81085,PC,16,TOTAL,3718
G81085,RA,24,16OV,3084
G81085,STIA,82,TOTAL,3718
G81086,AF,150,TOTAL,7877
G81086,AST,465,TOTAL,7877
G81086,CAN,195,TOTAL,7877
G81086,CHD,224,TOTAL,7877
G81086,CKD,162,18OV,6256
G81086,COPD,98,TOTAL,7877
G81086,CVDPP,63,30_74,4685
G81086,DEM,35,TOTAL,7877
G81086,DEP,571,18OV,6256
G81086,DM,328,17OV,6348
