PRACTICE_CODE,INDICATOR_GROUP_CODE,REGISTER,PATIENT_LIST_TYPE,PATIENT_LIST_SIZE
C88011,PAD,49,TOTAL,4703
C88011,PC,48,TOTAL,4703
C88011,RA,32,16OV,3576
C88011,STIA,107,TOTAL,4703
C88014,AF,192,TOTAL,7971
C88014,AST,537,TOTAL,7971
C88014,CAN,204,TOTAL,7971
C88014,CHD,361,TOTAL,7971
C88014,CKD,326,18OV,6007
C88014,COPD,318,TOTAL,7971
C88014,CVDPP,91,30_74,4179
C88014,DEM,121,TOTAL,7971
C88014,DEP,1278,18OV,6007
C88014,DM,608,17OV,6085
C88014,EP,74,18OV,6007
C88014,HF,90,TOTAL,7971
C88014,HYP,1366,TOTAL,7971
C88014,LD,105,TOTAL,7971
C88014,MH,95,TOTAL,7971
C88014,OB,1006,18OV,6007
C88014,OST,15,50OV,2801
C88014,PAD,89,TOTAL,7971
C88014,PC,51,TOTAL,7971
C88014,RA,37,16OV,6183
C88014,STIA,224,TOTAL,7971
C88015,AF,291,TOTAL,9841
C88015,AST,724,TOTAL,9841
C88015,CAN,377,TOTAL,9841
C88015,CHD,473,TOTAL,9841
C88015,CKD,669,18OV,7814
C88015,COPD,228,TOTAL,9841
C88015,CVDPP,64,30_74,5416
C88015,DEM,89,TOTAL,9841
C88015,DEP,883,18OV,7814
C88015,DM,634,17OV,7920
C88015,EP,84,18OV,7814
C88015,HF,139,TOTAL,9841
C88015,HYP,2021,TOTAL,9841
C88015,LD,79,TOTAL,9841
C88015,MH,133,TOTAL,9841
C88015,OB,815,18OV,7814
C88015,OST,24,50OV,4127
C88015,PAD,96,TOTAL,9841
C88015,PC,39,TOTAL,9841
C88015,RA,76,16OV,8008
C88015,STIA,284,TOTAL,9841
C88016,AF,327,TOTAL,12380
C88016,AST,764,TOTAL,12380
C88016,CAN,465,TOTAL,12380
C88016,CHD,469,TOTAL,12380
C88016,CKD,273,18OV,9924
C88016,COPD,166,TOTAL,12380
C88016,CVDPP,102,30_74,7138
C88016,DEM,130,TOTAL,12380
C88016,DEP,871,18OV,9924
C88016,DM,544,17OV,10060
C88016,EP,86,18OV,9924
C88016,HF,185,TOTAL,12380
C88016,HYP,1782,TOTAL,12380
C88016,LD,117,TOTAL,12380
C88016,MH,114,TOTAL,12380
C88016,OB,975,18OV,9924
C88016,OST,56,50OV,5265
C88016,PAD,57,TOTAL,12380
C88016,PC,58,TOTAL,12380
C88016,RA,70,16OV,10200
C88016,STIA,291,TOTAL,12380
C88018,AF,222,TOTAL,8553
C88018,AST,451,TOTAL,8553
C88018,CAN,272,TOTAL,8553
C88018,CHD,302,TOTAL,8553
C88018,CKD,229,18OV,7153
C88018,COPD,167,TOTAL,8553
C88018,CVDPP,35,30_74,5128
C88018,DEM,53,TOTAL,8553
C88018,DEP,291,18OV,7153
C88018,DM,437,17OV,7240
C88018,EP,61,18OV,7153
C88018,HF,53,TOTAL,8553
C88018,HYP,1127,TOTAL,8553
C88018,LD,46,TOTAL,8553
C88018,MH,61,TOTAL,8553
C88018,OB,304,18OV,7153
C88018,OST,5,50OV,3531
C88018,PAD,65,TOTAL,8553
C88018,PC,25,TOTAL,8553
C88018,RA,48,16OV,7307
C88018,STIA,221,TOTAL,8553
C88019,AF,181,TOTAL,8865
C88019,AST,548,TOTAL,8865
C88019,CAN,241,TOTAL,8865
C88019,CHD,295,TOTAL,8865
C88019,CKD,364,18OV,6654
C88019,COPD,235,TOTAL,8865
C88019,CVDPP,70,30_74,4443
C88019,DEM,85,TOTAL,8865
C88019,DEP,829,18OV,6654
C88019,DM,503,17OV,6766
C88019,EP,106,18OV,6654
C88019,HF,99,TOTAL,8865
C88019,HYP,1345,TOTAL,8865
C88019,LD,112,TOTAL,8865
C88019,MH,127,TOTAL,8865
C88019,OB,779,18OV,6654
C88019,OST,43,50OV,2767
C88019,PAD,70,TOTAL,8865
C88019,PC,25,TOTAL,8865
C88019,RA,61,16OV,6859
C88019,STIA,177,TOTAL,8865
C88020,AF,109,TOTAL,6363
C88020,AST,499,TOTAL,6363
C88020,CAN,152,TOTAL,6363
C88020,CHD,270,TOTAL,6363
C88020,CKD,270,18OV,4746
C88020,COPD,290,TOTAL,6363
C88020,CVDPP,55,30_74,3324
C88020,DEM,39,TOTAL,6363
C88020,DEP,771,18OV,4746
C88020,DM,421,17OV,4811
C88020,EP,62,18OV,4746
C88020,HF,94,TOTAL,6363
C88020,HYP,860,TOTAL,6363
C88020,LD,139,TOTAL,6363
C88020,MH,72,TOTAL,6363
C88020,OB,694,18OV,4746
C88020,OST,20,50OV,1885
C88020,PAD,62,TOTAL,6363
C88020,PC,38,TOTAL,6363
C88020,RA,31,16OV,4885
C88020,STIA,122,TOTAL,6363
C88021,AF,211,TOTAL,7249
C88021,AST,433,TOTAL,7249
C88021,CAN,279,TOTAL,7249
C88021,CHD,337,TOTAL,7249
C88021,CKD,281,18OV,6043
C88021,COPD,145,TOTAL,7249
C88021,CVDPP,36,30_74,4339
C88021,DEM,51,TOTAL,7249
C88021,DEP,334,18OV,6043
C88021,DM,392,17OV,6120
C88021,EP,48,18OV,6043
C88021,HF,116,TOTAL,7249
C88021,HYP,1091,TOTAL,7249
C88021,LD,25,TOTAL,7249
C88021,MH,31,TOTAL,7249
C88021,OB,457,18OV,6043
C88021,OST,3,50OV,3367
C88021,PAD,39,TOTAL,7249
C88021,PC,12,TOTAL,7249
C88021,RA,57,16OV,6196
C88021,STIA,175,TOTAL,7249
C88022,AF,114,TOTAL,4101
C88022,AST,334,TOTAL,4101
C88022,CAN,154,TOTAL,4101
C88022,CHD,207,TOTAL,4101
C88022,CKD,142,18OV,3448
C88022,COPD,89,TOTAL,4101
C88022,CVDPP,24,30_74,2456
C88022,DEM,38,TOTAL,4101
C88022,DEP,428,18OV,3448
C88022,DM,283,17OV,3483
C88022,EP,46,18OV,3448
C88022,HF,68,TOTAL,4101
C88022,HYP,821,TOTAL,4101
C88022,LD,30,TOTAL,4101
C88022,MH,29,TOTAL,4101
C88022,OB,189,18OV,3448
C88022,OST,47,50OV,1978
C88022,PAD,28,TOTAL,4101
C88022,PC,13,TOTAL,4101
C88022,RA,14,16OV,3515
C88022,STIA,123,TOTAL,4101
C88023,AF,239,TOTAL,10180
C88023,AST,699,TOTAL,10180
C88023,CAN,354,TOTAL,10180
C88023,CHD,427,TOTAL,10180
C88023,CKD,410,18OV,8173
C88023,COPD,211,TOTAL,10180
C88023,CVDPP,77,30_74,5954
C88023,DEM,49,TOTAL,10180
C88023,DEP,1135,18OV,8173
C88023,DM,574,17OV,8273
C88023,EP,64,18OV,8173
C88023,HF,151,TOTAL,10180
C88023,HYP,1572,TOTAL,10180
C88023,LD,106,TOTAL,10180
C88023,MH,67,TOTAL,10180
C88023,OB,948,18OV,8173
C88023,OST,79,50OV,4092
C88023,PAD,75,TOTAL,10180
C88023,PC,12,TOTAL,10180
C88023,RA,122,16OV,8377
C88023,STIA,234,TOTAL,10180
C88024,AF,197,TOTAL,7130
C88024,AST,498,TOTAL,7130
C88024,CAN,251,TOTAL,7130
C88024,CHD,249,TOTAL,7130
C88024,CKD,342,18OV,5820
C88024,COPD,100,TOTAL,7130
C88024,CVDPP,40,30_74,4078
C88024,DEM,57,TOTAL,7130
C88024,DEP,547,18OV,5820
C88024,DM,393,17OV,5909
C88024,EP,48,18OV,5820
C88024,HF,82,TOTAL,7130
C88024,HYP,1249,TOTAL,7130
C88024,LD,44,TOTAL,7130
C88024,MH,61,TOTAL,7130
C88024,OB,630,18OV,5820
C88024,OST,18,50OV,3362
C88024,PAD,42,TOTAL,7130
C88024,PC,32,TOTAL,7130
C88024,RA,49,16OV,5997
C88024,STIA,156,TOTAL,7130
C88025,AF,180,TOTAL,8502
C88025,AST,673,TOTAL,8502
C88025,CAN,204,TOTAL,8502
C88025,CHD,362,TOTAL,8502
C88025,CKD,337,18OV,6838
C88025,COPD,242,TOTAL,8502
C88025,CVDPP,8,30_74,4858
C88025,DEM,106,TOTAL,8502
C88025,DEP,1013,18OV,6838
C88025,DM,518,17OV,6925
C88025,EP,64,18OV,6838
C88025,HF,110,TOTAL,8502
C88025,HYP,1348,TOTAL,8502
C88025,LD,77,TOTAL,8502
C88025,MH,47,TOTAL,8502
C88025,OB,709,18OV,6838
C88025,OST,49,50OV,3336
C88025,PAD,69,TOTAL,8502
C88025,PC,44,TOTAL,8502
C88025,RA,78,16OV,7025
C88025,STIA,205,TOTAL,8502
C88026,AF,201,TOTAL,12964
C88026,AST,1025,TOTAL,12964
C88026,CAN,319,TOTAL,12964
C88026,CHD,376,TOTAL,12964
C88026,CKD,382,18OV,10000
C88026,COPD,184,TOTAL,12964
C88026,CVDPP,74,30_74,7223
C88026,DEM,129,TOTAL,12964
C88026,DEP,706,18OV,10000
C88026,DM,680,17OV,10137
C88026,EP,86,18OV,10000
C88026,HF,141,TOTAL,12964
C88026,HYP,1628,TOTAL,12964
C88026,LD,91,TOTAL,12964
C88026,MH,170,TOTAL,12964
C88026,OB,823,18OV,10000
C88026,OST,23,50OV,3926
C88026,PAD,64,TOTAL,12964
C88026,PC,23,TOTAL,12964
C88026,RA,69,16OV,10277
C88026,STIA,220,TOTAL,12964
C88027,AF,73,TOTAL,4769
C88027,AST,307,TOTAL,4769
C88027,CAN,69,TOTAL,4769
C88027,CHD,184,TOTAL,4769
C88027,CKD,129,18OV,3202
C88027,COPD,92,TOTAL,4769
C88027,CVDPP,20,30_74,2130
C88027,DEM,106,TOTAL,4769
C88027,DEP,257,18OV,3202
C88027,DM,319,17OV,3274
C88027,EP,27,18OV,3202
C88027,HF,52,TOTAL,4769
C88027,HYP,491,TOTAL,4769
C88027,LD,39,TOTAL,4769
C88027,MH,63,TOTAL,4769
C88027,OB,540,18OV,3202
C88027,OST,5,50OV,1123
C88027,PAD,45,TOTAL,4769
C88027,PC,105,TOTAL,4769
C88027,RA,16,16OV,3343
C88027,STIA,93,TOTAL,4769
C88028,AF,257,TOTAL,9633
C88028,AST,542,TOTAL,9633
C88028,CAN,284,TOTAL,9633
C88028,CHD,315,TOTAL,9633
C88028,CKD,200,18OV,7769
C88028,COPD,63,TOTAL,9633
C88028,CVDPP,52,30_74,5531
C88028,DEM,84,TOTAL,9633
C88028,DEP,569,18OV,7769
C88028,DM,374,17OV,7856
C88028,EP,63,18OV,7769
C88028,HF,69,TOTAL,9633
C88028,HYP,1175,TOTAL,9633
C88028,LD,19,TOTAL,9633
C88028,MH,60,TOTAL,9633
C88028,OB,327,18OV,7769
C88028,OST,9,50OV,3918
C88028,PAD,40,TOTAL,9633
C88028,PC,45,TOTAL,9633
C88028,RA,43,16OV,7960
C88028,STIA,236,TOTAL,9633
C88030,AF,135,TOTAL,6966
C88030,AST,469,TOTAL,6966
C88030,CAN,178,TOTAL,6966
C88030,CHD,274,TOTAL,6966
C88030,CKD,356,18OV,5611
C88030,COPD,188,TOTAL,6966
C88030,CVDPP,26,30_74,3799
C88030,DEM,34,TOTAL,6966
C88030,DEP,763,18OV,5611
C88030,DM,444,17OV,5686
C88030,EP,50,18OV,5611
C88030,HF,71,TOTAL,6966
C88030,HYP,906,TOTAL,6966
C88030,LD,44,TOTAL,6966
C88030,MH,67,TOTAL,6966
C88030,OB,562,18OV,5611
C88030,OST,3,50OV,2320
C88030,PAD,54,TOTAL,6966
C88030,PC,7,TOTAL,6966
C88030,RA,26,16OV,5740
C88030,STIA,142,TOTAL,6966
C88031,AF,264,TOTAL,11466
C88031,AST,699,TOTAL,11466
C88031,CAN,306,TOTAL,11466
C88031,CHD,435,TOTAL,11466
C88031,CKD,197,18OV,8885
C88031,COPD,227,TOTAL,11466
C88031,CVDPP,78,30_74,6362
C88031,DEM,105,TOTAL,11466
C88031,DEP,790,18OV,8885
C88031,DM,581,17OV,9023
C88031,EP,67,18OV,8885
C88031,HF,135,TOTAL,11466
C88031,HYP,1421,TOTAL,11466
C88031,LD,78,TOTAL,11466
C88031,MH,141,TOTAL,11466
C88031,OB,740,18OV,8885
C88031,OST,6,50OV,4526
C88031,PAD,86,TOTAL,11466
C88031,PC,62,TOTAL,11466
C88031,RA,43,16OV,9150
C88031,STIA,257,TOTAL,11466
C88032,AF,122,TOTAL,5381
C88032,AST,290,TOTAL,5381
C88032,CAN,197,TOTAL,5381
C88032,CHD,236,TOTAL,5381
C88032,CKD,368,18OV,4423
C88032,COPD,93,TOTAL,5381
C88032,CVDPP,36,30_74,3054
C88032,DEM,88,TOTAL,5381
C88032,DEP,483,18OV,4423
C88032,DM,296,17OV,4474
C88032,EP,41,18OV,4423
C88032,HF,57,TOTAL,5381
C88032,HYP,930,TOTAL,5381
C88032,LD,27,TOTAL,5381
C88032,MH,49,TOTAL,5381
C88032,OB,480,18OV,4423
C88032,OST,8,50OV,2419
C88032,PAD,19,TOTAL,5381
C88032,PC,57,TOTAL,5381
C88032,RA,37,16OV,4515
C88032,STIA,127,TOTAL,5381
C88033,AF,75,TOTAL,4885
C88033,AST,417,TOTAL,4885
C88033,CAN,94,TOTAL,4885
C88033,CHD,175,TOTAL,4885
C88033,CKD,190,18OV,3569
C88033,COPD,188,TOTAL,4885
C88033,CVDPP,33,30_74,2461
C88033,DEM,77,TOTAL,4885
C88033,DEP,709,18OV,3569
C88033,DM,309,17OV,3622
C88033,EP,61,18OV,3569
C88033,HF,44,TOTAL,4885
C88033,HYP,639,TOTAL,4885
C88033,LD,37,TOTAL,4885
C88033,MH,54,TOTAL,4885
C88033,OB,282,18OV,3569
C88033,OST,5,50OV,1408
C88033,PAD,44,TOTAL,4885
C88033,PC,37,TOTAL,4885
C88033,RA,27,16OV,3691
C88033,STIA,102,TOTAL,4885
C88034,AF,235,TOTAL,9286
C88034,AST,625,TOTAL,9286
C88034,CAN,302,TOTAL,9286
C88034,CHD,257,TOTAL,9286
C88034,CKD,255,18OV,7529
C88034,COPD,75,TOTAL,9286
C88034,CVDPP,36,30_74,5722
C88034,DEM,92,TOTAL,9286
C88034,DEP,497,18OV,7529
C88034,DM,351,17OV,7651
C88034,EP,57,18OV,7529
C88034,HF,71,TOTAL,9286
C88034,HYP,1330,TOTAL,9286
C88034,LD,20,TOTAL,9286
C88034,MH,77,TOTAL,9286
C88034,OB,287,18OV,7529
C88034,OST,4,50OV,4241
C88034,PAD,27,TOTAL,9286
C88034,PC,68,TOTAL,9286
C88034,RA,73,16OV,7762
C88034,STIA,176,TOTAL,9286
C88035,AF,142,TOTAL,9884
C88035,AST,597,TOTAL,9884
C88035,CAN,186,TOTAL,9884
C88035,CHD,295,TOTAL,9884
C88035,CKD,280,18OV,6784
C88035,COPD,185,TOTAL,9884
C88035,CVDPP,45,30_74,4509
C88035,DEM,46,TOTAL,9884
C88035,DEP,1006,18OV,6784
C88035,DM,589,17OV,6916
C88035,EP,64,18OV,6784
C88035,HF,117,TOTAL,9884
C88035,HYP,1149,TOTAL,9884
C88035,LD,97,TOTAL,9884
C88035,MH,75,TOTAL,9884
C88035,OB,810,18OV,6784
C88035,OST,22,50OV,2610
C88035,PAD,63,TOTAL,9884
C88035,PC,43,TOTAL,9884
C88035,RA,33,16OV,7063
C88035,STIA,160,TOTAL,9884
C88036,AF,237,TOTAL,9850
C88036,AST,629,TOTAL,9850
C88036,CAN,301,TOTAL,9850
C88036,CHD,416,TOTAL,9850
C88036,CKD,362,18OV,7744
C88036,COPD,220,TOTAL,9850
C88036,CVDPP,61,30_74,5464
C88036,DEM,61,TOTAL,9850
C88036,DEP,820,18OV,7744
C88036,DM,520,17OV,7845
C88036,EP,83,18OV,7744
C88036,HF,130,TOTAL,9850
C88036,HYP,1605,TOTAL,9850
C88036,LD,50,TOTAL,9850
C88036,MH,57,TOTAL,9850
C88036,OB,774,18OV,7744
C88036,OST,7,50OV,3655
C88036,PAD,59,TOTAL,9850
C88036,PC,15,TOTAL,9850
C88036,RA,46,16OV,7948
C88036,STIA,229,TOTAL,9850
C88037,AF,335,TOTAL,12642
C88037,AST,780,TOTAL,12642
C88037,CAN,368,TOTAL,12642
C88037,CHD,524,TOTAL,12642
C88037,CKD,631,18OV,9982
C88037,COPD,278,TOTAL,12642
C88037,CVDPP,90,30_74,6836
C88037,DEM,102,TOTAL,12642
C88037,DEP,801,18OV,9982
C88037,DM,679,17OV,10140
C88037,EP,111,18OV,9982
C88037,HF,173,TOTAL,12642
C88037,HYP,1913,TOTAL,12642
C88037,LD,66,TOTAL,12642
C88037,MH,115,TOTAL,12642
C88037,OB,1311,18OV,9982
C88037,OST,106,50OV,4916
C88037,PAD,111,TOTAL,12642
C88037,PC,34,TOTAL,12642
C88037,RA,91,16OV,10260
C88037,STIA,297,TOTAL,12642
C88038,AF,215,TOTAL,8722
C88038,AST,632,TOTAL,8722
C88038,CAN,272,TOTAL,8722
C88038,CHD,383,TOTAL,8722
C88038,CKD,507,18OV,7195
C88038,COPD,200,TOTAL,8722
C88038,CVDPP,84,30_74,4994
C88038,DEM,82,TOTAL,8722
C88038,DEP,627,18OV,7195
C88038,DM,575,17OV,7283
C88038,EP,55,18OV,7195
C88038,HF,130,TOTAL,8722
C88038,HYP,1444,TOTAL,8722
C88038,LD,93,TOTAL,8722
C88038,MH,103,TOTAL,8722
C88038,OB,419,18OV,7195
C88038,OST,67,50OV,3649
C88038,PAD,69,TOTAL,8722
C88038,PC,16,TOTAL,8722
C88038,RA,51,16OV,7373
C88038,STIA,224,TOTAL,8722
C88039,AF,266,TOTAL,8177
C88039,AST,641,TOTAL,8177
C88039,CAN,256,TOTAL,8177
C88039,CHD,430,TOTAL,8177
C88039,CKD,487,18OV,6566
C88039,COPD,328,TOTAL,8177
C88039,CVDPP,34,30_74,4562
C88039,DEM,128,TOTAL,8177
C88039,DEP,782,18OV,6566
C88039,DM,607,17OV,6646
C88039,EP,73,18OV,6566
C88039,HF,130,TOTAL,8177
C88039,HYP,1667,TOTAL,8177
C88039,LD,76,TOTAL,8177
C88039,MH,79,TOTAL,8177
C88039,OB,981,18OV,6566
C88039,OST,17,50OV,3462
C88039,PAD,100,TOTAL,8177
C88039,PC,31,TOTAL,8177
C88039,RA,72,16OV,6730
C88039,STIA,264,TOTAL,8177
C88040,AF,149,TOTAL,5848
C88040,AST,421,TOTAL,5848
C88040,CAN,190,TOTAL,5848
C88040,CHD,240,TOTAL,5848
C88040,CKD,152,18OV,4744
C88040,COPD,131,TOTAL,5848
C88040,CVDPP,47,30_74,3534
C88040,DEM,52,TOTAL,5848
C88040,DEP,211,18OV,4744
C88040,DM,269,17OV,4801
C88040,EP,32,18OV,4744
C88040,HF,59,TOTAL,5848
C88040,HYP,791,TOTAL,5848
C88040,LD,19,TOTAL,5848
C88040,MH,25,TOTAL,5848
C88040,OB,226,18OV,4744
C88040,OST,3,50OV,2541
C88040,PAD,36,TOTAL,5848
C88040,PC,19,TOTAL,5848
C88040,RA,32,16OV,4861
C88040,STIA,162,TOTAL,5848
C88041,AF,222,TOTAL,9643
C88041,AST,466,TOTAL,9643
C88041,CAN,278,TOTAL,9643
C88041,CHD,331,TOTAL,9643
C88041,CKD,470,18OV,7793
C88041,COPD,159,TOTAL,9643
C88041,CVDPP,37,30_74,5685
C88041,DEM,134,TOTAL,9643
C88041,DEP,825,18OV,7793
C88041,DM,513,17OV,7877
C88041,EP,80,18OV,7793
C88041,HF,118,TOTAL,9643
C88041,HYP,1412,TOTAL,9643
C88041,LD,56,TOTAL,9643
C88041,MH,84,TOTAL,9643
C88041,OB,616,18OV,7793
C88041,OST,11,50OV,3822
C88041,PAD,66,TOTAL,9643
C88041,PC,27,TOTAL,9643
C88041,RA,65,16OV,7955
C88041,STIA,232,TOTAL,9643
C88042,AF,69,TOTAL,5103
C88042,AST,309,TOTAL,5103
C88042,CAN,107,TOTAL,5103
C88042,CHD,208,TOTAL,5103
C88042,CKD,172,18OV,3836
C88042,COPD,163,TOTAL,5103
C88042,CVDPP,31,30_74,2671
C88042,DEM,21,TOTAL,5103
C88042,DEP,403,18OV,3836
C88042,DM,412,17OV,3909
C88042,EP,32,18OV,3836
C88042,HF,60,TOTAL,5103
C88042,HYP,593,TOTAL,5103
C88042,LD,37,TOTAL,5103
C88042,MH,52,TOTAL,5103
C88042,OB,499,18OV,3836
C88042,OST,10,50OV,1406
C88042,PAD,36,TOTAL,5103
C88042,PC,14,TOTAL,5103
C88042,RA,25,16OV,3971
C88042,STIA,98,TOTAL,5103
C88043,AF,144,TOTAL,10604
C88043,AST,674,TOTAL,10604
C88043,CAN,228,TOTAL,10604
C88043,CHD,285,TOTAL,10604
C88043,CKD,309,18OV,8237
C88043,COPD,170,TOTAL,10604
C88043,CVDPP,57,30_74,6136
C88043,DEM,41,TOTAL,10604
C88043,DEP,993,18OV,8237
C88043,DM,451,17OV,8332
C88043,EP,55,18OV,8237
C88043,HF,75,TOTAL,10604
C88043,HYP,1211,TOTAL,10604
C88043,LD,65,TOTAL,10604
C88043,MH,72,TOTAL,10604
C88043,OB,767,18OV,8237
C88043,OST,4,50OV,3286
C88043,PAD,56,TOTAL,10604
C88043,PC,22,TOTAL,10604
C88043,RA,52,16OV,8459
C88043,STIA,162,TOTAL,10604
C88044,AF,137,TOTAL,4691
C88044,AST,348,TOTAL,4691
C88044,CAN,179,TOTAL,4691
C88044,CHD,187,TOTAL,4691
C88044,CKD,129,18OV,3646
C88044,COPD,60,TOTAL,4691
C88044,CVDPP,24,30_74,2688
C88044,DEM,52,TOTAL,4691
C88044,DEP,508,18OV,3646
C88044,DM,169,17OV,3702
C88044,EP,27,18OV,3646
C88044,HF,99,TOTAL,4691
C88044,HYP,578,TOTAL,4691
C88044,LD,25,TOTAL,4691
C88044,MH,41,TOTAL,4691
C88044,OB,155,18OV,3646
C88044,OST,60,50OV,1839
C88044,PAD,39,TOTAL,4691
C88044,PC,18,TOTAL,4691
C88044,RA,31,16OV,3755
C88044,STIA,120,TOTAL,4691
C88045,AF,235,TOTAL,9735
C88045,AST,563,TOTAL,9735
C88045,CAN,230,TOTAL,9735
C88045,CHD,403,TOTAL,9735
C88045,CKD,280,18OV,7918
C88045,COPD,271,TOTAL,9735
C88045,CVDPP,35,30_74,5565
C88045,DEM,87,TOTAL,9735
C88045,DEP,566,18OV,7918
C88045,DM,534,17OV,8011
C88045,EP,73,18OV,7918
C88045,HF,145,TOTAL,9735
C88045,HYP,1401,TOTAL,9735
C88045,LD,74,TOTAL,9735
C88045,MH,89,TOTAL,9735
C88045,OB,707,18OV,7918
C88045,OST,3,50OV,3861
C88045,PAD,71,TOTAL,9735
C88045,PC,61,TOTAL,9735
C88045,RA,67,16OV,8109
C88045,STIA,211,TOTAL,9735
C88046,AF,79,TOTAL,3129
C88046,AST,253,TOTAL,3129
C88046,CAN,108,TOTAL,3129
C88046,CHD,124,TOTAL,3129
C88046,CKD,147,18OV,2442
C88046,COPD,55,TOTAL,3129
C88046,CVDPP,18,30_74,1842
C88046,DEM,23,TOTAL,3129
C88046,DEP,277,18OV,2442
C88046,DM,138,17OV,2474
C88046,EP,23,18OV,2442
C88046,HF,36,TOTAL,3129
C88046,HYP,511,TOTAL,3129
C88046,LD,20,TOTAL,3129
C88046,MH,23,TOTAL,3129
C88046,OB,190,18OV,2442
C88046,OST,8,50OV,1273
C88046,PAD,27,TOTAL,3129
C88046,PC,12,TOTAL,3129
C88046,RA,28,16OV,2500
C88046,STIA,68,TOTAL,3129
C88047,AF,140,TOTAL,7649
C88047,AST,625,TOTAL,7649
C88047,CAN,223,TOTAL,7649
C88047,CHD,327,TOTAL,7649
C88047,CKD,293,18OV,6031
C88047,COPD,223,TOTAL,7649
C88047,CVDPP,35,30_74,4221
C88047,DEM,56,TOTAL,7649
C88047,DEP,1013,18OV,6031
C88047,DM,542,17OV,6115
C88047,EP,60,18OV,6031
C88047,HF,118,TOTAL,7649
C88047,HYP,1126,TOTAL,7649
C88047,LD,63,TOTAL,7649
C88047,MH,78,TOTAL,7649
C88047,OB,1204,18OV,6031
C88047,OST,8,50OV,2681
C88047,PAD,55,TOTAL,7649
C88047,PC,34,TOTAL,7649
C88047,RA,37,16OV,6190
C88047,STIA,145,TOTAL,7649
C88048,AF,85,TOTAL,6726
C88048,AST,407,TOTAL,6726
C88048,CAN,118,TOTAL,6726
C88048,CHD,226,TOTAL,6726
C88048,CKD,211,18OV,4893
C88048,COPD,175,TOTAL,6726
C88048,CVDPP,19,30_74,3365
C88048,DEM,32,TOTAL,6726
C88048,DEP,397,18OV,4893
C88048,DM,441,17OV,4979
C88048,EP,47,18OV,4893
C88048,HF,59,TOTAL,6726
C88048,HYP,628,TOTAL,6726
C88048,LD,49,TOTAL,6726
C88048,MH,90,TOTAL,6726
C88048,OB,1018,18OV,4893
C88048,OST,2,50OV,1769
C88048,PAD,45,TOTAL,6726
C88048,PC,17,TOTAL,6726
C88048,RA,38,16OV,5054
C88048,STIA,106,TOTAL,6726
C88049,AF,123,TOTAL,5185
C88049,AST,351,TOTAL,5185
C88049,CAN,151,TOTAL,5185
C88049,CHD,236,TOTAL,5185
C88049,CKD,291,18OV,4165
C88049,COPD,148,TOTAL,5185
C88049,CVDPP,43,30_74,2937
C88049,DEM,45,TOTAL,5185
C88049,DEP,786,18OV,4165
C88049,DM,284,17OV,4226
C88049,EP,49,18OV,4165
C88049,HF,58,TOTAL,5185
C88049,HYP,870,TOTAL,5185
C88049,LD,37,TOTAL,5185
C88049,MH,36,TOTAL,5185
C88049,OB,321,18OV,4165
C88049,OST,5,50OV,2060
C88049,PAD,39,TOTAL,5185
C88049,PC,45,TOTAL,5185
C88049,RA,38,16OV,4288
C88049,STIA,131,TOTAL,5185
C88050,AF,124,TOTAL,3630
C88050,AST,249,TOTAL,3630
C88050,CAN,150,TOTAL,3630
C88050,CHD,211,TOTAL,3630
C88050,CKD,215,18OV,3009
C88050,COPD,143,TOTAL,3630
C88050,CVDPP,17,30_74,2041
C88050,DEM,54,TOTAL,3630
C88050,DEP,357,18OV,3009
C88050,DM,264,17OV,3055
C88050,EP,30,18OV,3009
C88050,HF,67,TOTAL,3630
C88050,HYP,651,TOTAL,3630
C88050,LD,28,TOTAL,3630
C88050,MH,26,TOTAL,3630
C88050,OB,489,18OV,3009
C88050,OST,9,50OV,1721
C88050,PAD,27,TOTAL,3630
C88050,PC,39,TOTAL,3630
C88050,RA,21,16OV,3095
C88050,STIA,135,TOTAL,3630
C88051,AF,58,TOTAL,7586
C88051,AST,513,TOTAL,7586
C88051,CAN,66,TOTAL,7586
C88051,CHD,226,TOTAL,7586
C88051,CKD,132,18OV,5003
C88051,COPD,74,TOTAL,7586
C88051,CVDPP,31,30_74,3228
C88051,DEM,79,TOTAL,7586
C88051,DEP,370,18OV,5003
C88051,DM,548,17OV,5123
C88051,EP,45,18OV,5003
C88051,HF,55,TOTAL,7586
C88051,HYP,614,TOTAL,7586
C88051,LD,67,TOTAL,7586
C88051,MH,83,TOTAL,7586
C88051,OB,755,18OV,5003
C88051,OST,9,50OV,1425
C88051,PAD,28,TOTAL,7586
C88051,PC,71,TOTAL,7586
C88051,RA,19,16OV,5256
C88051,STIA,125,TOTAL,7586
C88052,AF,181,TOTAL,9034
C88052,AST,701,TOTAL,9034
C88052,CAN,286,TOTAL,9034
C88052,CHD,229,TOTAL,9034
C88052,CKD,220,18OV,7410
C88052,COPD,100,TOTAL,9034
C88052,CVDPP,72,30_74,5435
C88052,DEM,108,TOTAL,9034
C88052,DEP,765,18OV,7410
C88052,DM,308,17OV,7514
C88052,EP,64,18OV,7410
C88052,HF,79,TOTAL,9034
C88052,HYP,1026,TOTAL,9034
C88052,LD,44,TOTAL,9034
C88052,MH,117,TOTAL,9034
C88052,OB,294,18OV,7410
C88052,OST,9,50OV,3349
C88052,PAD,27,TOTAL,9034
C88052,PC,91,TOTAL,9034
C88052,RA,44,16OV,7593
