PRACTICE_CODE,INDICATOR_GROUP_CODE,REGISTER,PATIENT_LIST_TYPE,PATIENT_LIST_SIZE
E83049,MH,77,TOTAL,8052
E83049,OB,408,18OV,5997
E83049,OST,11,50OV,2062
E83049,PAD,33,TOTAL,8052
E83049,PC,54,TOTAL,8052
E83049,RA,26,16OV,6172
E83049,STIA,83,TOTAL,8052
E83050,AF,80,TOTAL,7881
E83050,AST,271,TOTAL,7881
E83050,CAN,205,TOTAL,7881
E83050,CHD,96,TOTAL,7881
E83050,CKD,109,18OV,6367
E83050,COPD,44,TOTAL,7881
E83050,CVDPP,14,30_74,4603
E83050,DEM,37,TOTAL,7881
E83050,DEP,355,18OV,6367
E83050,DM,226,17OV,6444
E83050,EP,26,18OV,6367
E83050,HF,41,TOTAL,7881
E83050,HYP,581,TOTAL,7881
E83050,LD,15,TOTAL,7881
E83050,MH,59,TOTAL,7881
E83050,OB,80,18OV,6367
E83050,OST,4,50OV,2468
E83050,PAD,20,TOTAL,7881
E83050,PC,10,TOTAL,7881
E83050,RA,27,16OV,6528
E83050,STIA,83,TOTAL,7881
E83053,AF,203,TOTAL,13099
E83053,AST,652,TOTAL,13099
E83053,CAN,433,TOTAL,13099
E83053,CHD,411,TOTAL,13099
E83053,CKD,568,18OV,9917
E83053,COPD,119,TOTAL,13099
E83053,CVDPP,35,30_74,6976
E83053,DEM,96,TOTAL,13099
E83053,DEP,714,18OV,9917
E83053,DM,739,17OV,10040
E83053,EP,75,18OV,9917
E83053,HF,73,TOTAL,13099
E83053,HYP,1589,TOTAL,13099
E83053,LD,83,TOTAL,13099
E83053,MH,116,TOTAL,13099
E83053,OB,959,18OV,9917
E83053,OST,59,50OV,4152
E83053,PAD,56,TOTAL,13099
E83053,PC,43,TOTAL,13099
E83053,RA,53,16OV,10176
E83053,STIA,187,TOTAL,13099
E83600,AF,100,TOTAL,5878
E83600,AST,150,TOTAL,5878
E83600,CAN,103,TOTAL,5878
E83600,CHD,101,TOTAL,5878
E83600,CKD,85,18OV,3495
E83600,COPD,13,TOTAL,5878
E83600,CVDPP,14,30_74,2034
E83600,DEM,61,TOTAL,5878
E83600,DEP,279,18OV,3495
E83600,DM,204,17OV,3579
E83600,EP,21,18OV,3495
E83600,HF,32,TOTAL,5878
E83600,HYP,425,TOTAL,5878
E83600,LD,16,TOTAL,5878
E83600,MH,46,TOTAL,5878
E83600,OB,105,18OV,3495
E83600,OST,10,50OV,1050
E83600,PAD,7,TOTAL,5878
E83600,PC,7,TOTAL,5878
E83600,RA,11,16OV,3675
E83600,STIA,79,TOTAL,5878
E83613,AF,61,TOTAL,3166
E83613,AST,166,TOTAL,3166
E83613,CAN,105,TOTAL,3166
E83613,CHD,82,TOTAL,3166
E83613,CKD,92,18OV,2475
E83613,COPD,59,TOTAL,3166
E83613,CVDPP,6,30_74,1761
E83613,DEM,21,TOTAL,3166
E83613,DEP,183,18OV,2475
E83613,DM,166,17OV,2512
E83613,EP,18,18OV,2475
E83613,HF,21,TOTAL,3166
E83613,HYP,403,TOTAL,3166
E83613,LD,18,TOTAL,3166
E83613,MH,22,TOTAL,3166
E83613,OB,229,18OV,2475
E83613,OST,10,50OV,1180
E83613,PAD,17,TOTAL,3166
E83613,PC,3,TOTAL,3166
E83613,RA,10,16OV,2553
E83613,STIA,57,TOTAL,3166
E83621,AF,139,TOTAL,8547
E83621,AST,469,TOTAL,8547
E83621,CAN,269,TOTAL,8547
E83621,CHD,263,TOTAL,8547
E83621,CKD,291,18OV,6862
E83621,COPD,86,TOTAL,8547
E83621,CVDPP,52,30_74,4889
E83621,DEM,73,TOTAL,8547
E83621,DEP,688,18OV,6862
E83621,DM,535,17OV,6973
E83621,EP,53,18OV,6862
E83621,HF,58,TOTAL,8547
E83621,HYP,1355,TOTAL,8547
E83621,LD,64,TOTAL,8547
E83621,MH,103,TOTAL,8547
E83621,OB,759,18OV,6862
E83621,OST,36,50OV,3295
E83621,PAD,35,TOTAL,8547
E83621,PC,34,TOTAL,8547
E83621,RA,46,16OV,7068
E83621,STIA,113,TOTAL,8547
E83622,AF,120,TOTAL,7383
E83622,AST,237,TOTAL,7383
E83622,CAN,176,TOTAL,7383
E83622,CHD,165,TOTAL,7383
E83622,CKD,136,18OV,5504
E83622,COPD,33,TOTAL,7383
E83622,CVDPP,44,30_74,3816
E83622,DEM,33,TOTAL,7383
E83622,DEP,289,18OV,5504
E83622,DM,298,17OV,5575
E83622,EP,20,18OV,5504
E83622,HF,38,TOTAL,7383
E83622,HYP,745,TOTAL,7383
E83622,LD,6,TOTAL,7383
E83622,MH,73,TOTAL,7383
E83622,OB,285,18OV,5504
E83622,OST,11,50OV,2157
E83622,PAD,23,TOTAL,7383
E83622,PC,5,TOTAL,7383
E83622,RA,32,16OV,5663
E83622,STIA,118,TOTAL,7383
E83629,AF,97,TOTAL,3709
E83629,AST,236,TOTAL,3709
E83629,CAN,127,TOTAL,3709
E83629,CHD,79,TOTAL,3709
E83629,CKD,143,18OV,2842
E83629,COPD,82,TOTAL,3709
E83629,CVDPP,13,30_74,2082
E83629,DEM,12,TOTAL,3709
E83629,DEP,303,18OV,2842
E83629,DM,186,17OV,2896
E83629,EP,25,18OV,2842
E83629,HF,33,TOTAL,3709
E83629,HYP,506,TOTAL,3709
E83629,LD,25,TOTAL,3709
E83629,MH,29,TOTAL,3709
E83629,OB,217,18OV,2842
E83629,OST,25,50OV,1287
E83629,PAD,12,TOTAL,3709
E83629,PC,8,TOTAL,3709
E83629,RA,16,16OV,2957
E83629,STIA,59,TOTAL,3709
E83632,AF,57,TOTAL,4495
E83632,AST,199,TOTAL,4495
E83632,CAN,113,TOTAL,4495
E83632,CHD,117,TOTAL,4495
E83632,CKD,152,18OV,3522
E83632,COPD,73,TOTAL,4495
E83632,CVDPP,16,30_74,2587
E83632,DEM,18,TOTAL,4495
E83632,DEP,330,18OV,3522
E83632,DM,256,17OV,3567
E83632,EP,27,18OV,3522
E83632,HF,17,TOTAL,4495
E83632,HYP,530,TOTAL,4495
E83632,LD,15,TOTAL,4495
E83632,MH,41,TOTAL,4495
E83632,OB,265,18OV,3522
E83632,OST,10,50OV,1635
E83632,PAD,22,TOTAL,4495
E83632,PC,6,TOTAL,4495
E83632,RA,17,16OV,3615
E83632,STIA,53,TOTAL,4495
E83637,AF,66,TOTAL,9071
E83637,AST,265,TOTAL,9071
E83637,CAN,114,TOTAL,9071
E83637,CHD,139,TOTAL,9071
E83637,CKD,170,18OV,7139
E83637,COPD,50,TOTAL,9071
E83637,CVDPP,49,30_74,4897
E83637,DEM,24,TOTAL,9071
E83637,DEP,431,18OV,7139
E83637,DM,434,17OV,7189
E83637,EP,22,18OV,7139
E83637,HF,23,TOTAL,9071
E83637,HYP,749,TOTAL,9071
E83637,LD,21,TOTAL,9071
E83637,MH,56,TOTAL,9071
E83637,OB,554,18OV,7139
E83637,OST,23,50OV,1655
E83637,PAD,17,TOTAL,9071
E83637,PC,7,TOTAL,9071
E83637,RA,25,16OV,7248
E83637,STIA,64,TOTAL,9071
E83638,AF,85,TOTAL,5042
E83638,AST,240,TOTAL,5042
E83638,CAN,139,TOTAL,5042
E83638,CHD,120,TOTAL,5042
E83638,CKD,41,18OV,4036
E83638,COPD,31,TOTAL,5042
E83638,CVDPP,17,30_74,3004
E83638,DEM,17,TOTAL,5042
E83638,DEP,209,18OV,4036
E83638,DM,198,17OV,4081
E83638,EP,18,18OV,4036
E83638,HF,20,TOTAL,5042
E83638,HYP,559,TOTAL,5042
E83638,LD,5,TOTAL,5042
E83638,MH,27,TOTAL,5042
E83638,OB,83,18OV,4036
E83638,OST,9,50OV,1877
E83638,PAD,19,TOTAL,5042
E83638,PC,9,TOTAL,5042
E83638,RA,18,16OV,4147
E83638,STIA,67,TOTAL,5042
E83639,AF,32,TOTAL,5409
E83639,AST,260,TOTAL,5409
E83639,CAN,66,TOTAL,5409
E83639,CHD,125,TOTAL,5409
E83639,CKD,171,18OV,4357
E83639,COPD,33,TOTAL,5409
E83639,CVDPP,29,30_74,3166
E83639,DEM,17,TOTAL,5409
E83639,DEP,368,18OV,4357
E83639,DM,395,17OV,4408
E83639,EP,14,18OV,4357
E83639,HF,25,TOTAL,5409
E83639,HYP,649,TOTAL,5409
E83639,LD,19,TOTAL,5409
E83639,MH,42,TOTAL,5409
E83639,OB,318,18OV,4357
E83639,OST,19,50OV,1173
E83639,PAD,8,TOTAL,5409
E83639,PC,3,TOTAL,5409
E83639,RA,19,16OV,4444
E83639,STIA,32,TOTAL,5409
E83649,AF,49,TOTAL,3724
E83649,AST,128,TOTAL,3724
E83649,CAN,89,TOTAL,3724
E83649,CHD,78,TOTAL,3724
E83649,CKD,68,18OV,3037
E83649,COPD,11,TOTAL,3724
E83649,CVDPP,15,30_74,2209
E83649,DEM,10,TOTAL,3724
E83649,DEP,213,18OV,3037
E83649,DM,142,17OV,3065
E83649,EP,12,18OV,3037
E83649,HF,11,TOTAL,3724
E83649,HYP,336,TOTAL,3724
E83649,LD,5,TOTAL,3724
E83649,MH,44,TOTAL,3724
E83649,OB,90,18OV,3037
E83649,OST,3,50OV,1047
E83649,PAD,12,TOTAL,3724
E83649,PC,4,TOTAL,3724
E83649,RA,14,16OV,3104
E83649,STIA,27,TOTAL,3724
E83650,AF,29,TOTAL,1888
E83650,AST,57,TOTAL,1888
E83650,CAN,85,TOTAL,1888
E83650,CHD,47,TOTAL,1888
E83650,CKD,36,18OV,1591
E83650,COPD,12,TOTAL,1888
E83650,CVDPP,22,30_74,1127
E83650,DEM,10,TOTAL,1888
E83650,DEP,24,18OV,1591
E83650,DM,94,17OV,1612
E83650,EP,7,18OV,1591
E83650,HF,2,TOTAL,1888
E83650,HYP,308,TOTAL,1888
E83650,LD,4,TOTAL,1888
E83650,MH,13,TOTAL,1888
E83650,OB,104,18OV,1591
E83650,OST,10,50OV,906
E83650,PAD,12,TOTAL,1888
E83650,PC,2,TOTAL,1888
E83650,RA,11,16OV,1627
E83650,STIA,21,TOTAL,1888
E83653,AF,123,TOTAL,10099
E83653,AST,423,TOTAL,10099
E83653,CAN,251,TOTAL,10099
E83653,CHD,247,TOTAL,10099
E83653,CKD,192,18OV,7571
E83653,COPD,100,TOTAL,10099
E83653,CVDPP,57,30_74,5275
E83653,DEM,76,TOTAL,10099
E83653,DEP,586,18OV,7571
E83653,DM,488,17OV,7694
E83653,EP,48,18OV,7571
E83653,HF,84,TOTAL,10099
E83653,HYP,1080,TOTAL,10099
E83653,LD,35,TOTAL,10099
E83653,MH,127,TOTAL,10099
E83653,OB,431,18OV,7571
E83653,OST,36,50OV,2691
E83653,PAD,26,TOTAL,10099
E83653,PC,25,TOTAL,10099
E83653,RA,34,16OV,7811
E83653,STIA,112,TOTAL,10099
E83657,AF,17,TOTAL,1882
E83657,AST,55,TOTAL,1882
E83657,CAN,56,TOTAL,1882
E83657,CHD,40,TOTAL,1882
E83657,CKD,22,18OV,1591
E83657,COPD,26,TOTAL,1882
E83657,CVDPP,4,30_74,1132
E83657,DEM,8,TOTAL,1882
E83657,DEP,93,18OV,1591
E83657,DM,136,17OV,1607
E83657,EP,8,18OV,1591
E83657,HF,5,TOTAL,1882
E83657,HYP,304,TOTAL,1882
E83657,LD,7,TOTAL,1882
E83657,MH,22,TOTAL,1882
E83657,OB,83,18OV,1591
E83657,OST,8,50OV,679
E83657,PAD,5,TOTAL,1882
E83657,PC,6,TOTAL,1882
E83657,RA,12,16OV,1626
E83657,STIA,16,TOTAL,1882
E83668,AF,28,TOTAL,4294
E83668,AST,159,TOTAL,4294
E83668,CAN,55,TOTAL,4294
E83668,CHD,81,TOTAL,4294
E83668,CKD,66,18OV,3441
E83668,COPD,21,TOTAL,4294
E83668,CVDPP,16,30_74,2592
E83668,DEM,10,TOTAL,4294
E83668,DEP,159,18OV,3441
E83668,DM,335,17OV,3499
E83668,EP,10,18OV,3441
E83668,HF,18,TOTAL,4294
E83668,HYP,421,TOTAL,4294
E83668,LD,21,TOTAL,4294
E83668,MH,19,TOTAL,4294
E83668,OB,306,18OV,3441
E83668,OST,2,50OV,1240
E83668,PAD,5,TOTAL,4294
E83668,PC,1,TOTAL,4294
E83668,RA,24,16OV,3550
E83668,STIA,37,TOTAL,4294
E84002,AF,108,TOTAL,6646
E84002,AST,303,TOTAL,6646
E84002,CAN,188,TOTAL,6646
E84002,CHD,151,TOTAL,6646
E84002,CKD,128,18OV,5263
E84002,COPD,64,TOTAL,6646
E84002,CVDPP,21,30_74,3836
E84002,DEM,104,TOTAL,6646
E84002,DEP,472,18OV,5263
E84002,DM,526,17OV,5357
E84002,EP,51,18OV,5263
E84002,HF,55,TOTAL,6646
E84002,HYP,870,TOTAL,6646
E84002,LD,80,TOTAL,6646
E84002,MH,140,TOTAL,6646
E84002,OB,788,18OV,5263
E84002,OST,10,50OV,2331
E84002,PAD,24,TOTAL,6646
E84002,PC,22,TOTAL,6646
E84002,RA,32,16OV,5440
E84002,STIA,123,TOTAL,6646
E84003,AF,52,TOTAL,7416
E84003,AST,386,TOTAL,7416
E84003,CAN,127,TOTAL,7416
E84003,CHD,211,TOTAL,7416
E84003,CKD,263,18OV,6008
E84003,COPD,35,TOTAL,7416
E84003,CVDPP,42,30_74,4179
E84003,DEM,35,TOTAL,7416
E84003,DEP,277,18OV,6008
E84003,DM,696,17OV,6061
E84003,EP,32,18OV,6008
E84003,HF,80,TOTAL,7416
E84003,HYP,1025,TOTAL,7416
E84003,LD,28,TOTAL,7416
E84003,MH,69,TOTAL,7416
E84003,OB,537,18OV,6008
E84003,OST,30,50OV,1875
E84003,PAD,17,TOTAL,7416
E84003,PC,10,TOTAL,7416
E84003,RA,39,16OV,6133
E84003,STIA,72,TOTAL,7416
E84004,AF,129,TOTAL,8720
E84004,AST,524,TOTAL,8720
E84004,CAN,143,TOTAL,8720
E84004,CHD,194,TOTAL,8720
E84004,CKD,202,18OV,6864
E84004,COPD,65,TOTAL,8720
E84004,CVDPP,37,30_74,4827
E84004,DEM,49,TOTAL,8720
E84004,DEP,289,18OV,6864
E84004,DM,735,17OV,6966
E84004,EP,37,18OV,6864
E84004,HF,45,TOTAL,8720
E84004,HYP,1314,TOTAL,8720
E84004,LD,25,TOTAL,8720
E84004,MH,80,TOTAL,8720
E84004,OB,419,18OV,6864
E84004,OST,2,50OV,3115
E84004,PAD,19,TOTAL,8720
E84004,PC,16,TOTAL,8720
E84004,RA,55,16OV,7078
E84004,STIA,123,TOTAL,8720
E84005,AF,133,TOTAL,7334
E84005,AST,243,TOTAL,7334
E84005,CAN,214,TOTAL,7334
E84005,CHD,230,TOTAL,7334
E84005,CKD,246,18OV,5842
E84005,COPD,115,TOTAL,7334
E84005,CVDPP,55,30_74,4059
E84005,DEM,60,TOTAL,7334
E84005,DEP,355,18OV,5842
E84005,DM,570,17OV,5936
E84005,EP,30,18OV,5842
E84005,HF,59,TOTAL,7334
E84005,HYP,1069,TOTAL,7334
E84005,LD,37,TOTAL,7334
E84005,MH,75,TOTAL,7334
E84005,OB,474,18OV,5842
E84005,OST,5,50OV,2723
E84005,PAD,19,TOTAL,7334
E84005,PC,13,TOTAL,7334
E84005,RA,49,16OV,6017
E84005,STIA,86,TOTAL,7334
E84006,AF,209,TOTAL,17949
E84006,AST,869,TOTAL,17949
E84006,CAN,425,TOTAL,17949
E84006,CHD,398,TOTAL,17949
E84006,CKD,324,18OV,14411
E84006,COPD,193,TOTAL,17949
E84006,CVDPP,103,30_74,10540
E84006,DEM,132,TOTAL,17949
E84006,DEP,921,18OV,14411
E84006,DM,1475,17OV,14589
E84006,EP,89,18OV,14411
E84006,HF,171,TOTAL,17949
E84006,HYP,2598,TOTAL,17949
E84006,LD,63,TOTAL,17949
E84006,MH,241,TOTAL,17949
E84006,OB,1451,18OV,14411
E84006,OST,26,50OV,5851
E84006,PAD,60,TOTAL,17949
E84006,PC,34,TOTAL,17949
E84006,RA,100,16OV,14791
E84006,STIA,295,TOTAL,17949
E84007,AF,96,TOTAL,5513
E84007,AST,269,TOTAL,5513
E84007,CAN,170,TOTAL,5513
E84007,CHD,224,TOTAL,5513
E84007,CKD,130,18OV,4448
E84007,COPD,72,TOTAL,5513
E84007,CVDPP,38,30_74,3116
E84007,DEM,59,TOTAL,5513
E84007,DEP,240,18OV,4448
E84007,DM,491,17OV,4498
E84007,EP,27,18OV,4448
E84007,HF,46,TOTAL,5513
E84007,HYP,960,TOTAL,5513
E84007,LD,28,TOTAL,5513
E84007,MH,61,TOTAL,5513
E84007,OB,330,18OV,4448
E84007,OST,5,50OV,2185
E84007,PAD,24,TOTAL,5513
E84007,PC,22,TOTAL,5513
E84007,RA,46,16OV,4553
E84007,STIA,98,TOTAL,5513
E84008,AF,202,TOTAL,11005
E84008,AST,658,TOTAL,11005
E84008,CAN,311,TOTAL,11005
E84008,CHD,349,TOTAL,11005
E84008,CKD,328,18OV,8843
E84008,COPD,133,TOTAL,11005
E84008,CVDPP,83,30_74,6342
E84008,DEM,86,TOTAL,11005
E84008,DEP,944,18OV,8843
E84008,DM,1017,17OV,8984
E84008,EP,55,18OV,8843
E84008,HF,94,TOTAL,11005
E84008,HYP,1839,TOTAL,11005
E84008,LD,53,TOTAL,11005
E84008,MH,138,TOTAL,11005
E84008,OB,697,18OV,8843
E84008,OST,22,50OV,4077
E84008,PAD,64,TOTAL,11005
E84008,PC,13,TOTAL,11005
E84008,RA,70,16OV,9098
E84008,STIA,203,TOTAL,11005
E84009,AF,245,TOTAL,12444
E84009,AST,709,TOTAL,12444
E84009,CAN,456,TOTAL,12444
E84009,CHD,398,TOTAL,12444
E84009,CKD,280,18OV,9778
E84009,COPD,223,TOTAL,12444
E84009,CVDPP,112,30_74,6799
E84009,DEM,143,TOTAL,12444
E84009,DEP,1134,18OV,9778
E84009,DM,1016,17OV,9946
E84009,EP,94,18OV,9778
E84009,HF,147,TOTAL,12444
E84009,HYP,1795,TOTAL,12444
E84009,LD,87,TOTAL,12444
E84009,MH,160,TOTAL,12444
E84009,OB,885,18OV,9778
E84009,OST,57,50OV,4456
E84009,PAD,91,TOTAL,12444
E84009,PC,56,TOTAL,12444
E84009,RA,82,16OV,10092
E84009,STIA,278,TOTAL,12444
E84011,AF,32,TOTAL,2049
E84011,AST,148,TOTAL,2049
E84011,CAN,76,TOTAL,2049
E84011,CHD,52,TOTAL,2049
E84011,CKD,128,18OV,1774
E84011,COPD,38,TOTAL,2049
E84011,CVDPP,12,30_74,1393
E84011,DEM,13,TOTAL,2049
E84011,DEP,139,18OV,1774
E84011,DM,215,17OV,1788
E84011,EP,11,18OV,1774
E84011,HF,20,TOTAL,2049
E84011,HYP,469,TOTAL,2049
E84011,LD,17,TOTAL,2049
E84011,MH,60,TOTAL,2049
E84011,OB,137,18OV,1774
E84011,OST,1,50OV,804
E84011,PAD,22,TOTAL,2049
E84011,PC,4,TOTAL,2049
E84011,RA,19,16OV,1807
E84011,STIA,31,TOTAL,2049
E84012,AF,93,TOTAL,9379
E84012,AST,430,TOTAL,9379
E84012,CAN,203,TOTAL,9379
E84012,CHD,183,TOTAL,9379
E84012,CKD,183,18OV,7896
E84012,COPD,93,TOTAL,9379
E84012,CVDPP,52,30_74,5826
E84012,DEM,27,TOTAL,9379
E84012,DEP,745,18OV,7896
E84012,DM,481,17OV,7966
E84012,EP,42,18OV,7896
E84012,HF,55,TOTAL,9379
E84012,HYP,1028,TOTAL,9379
E84012,LD,17,TOTAL,9379
E84012,MH,127,TOTAL,9379
E84012,OB,472,18OV,7896
E84012,OST,10,50OV,2760
E84012,PAD,34,TOTAL,9379
E84012,PC,5,TOTAL,9379
E84012,RA,38,16OV,8022
E84012,STIA,92,TOTAL,9379
E84013,AF,72,TOTAL,8127
E84013,AST,420,TOTAL,8127
E84013,CAN,146,TOTAL,8127
E84013,CHD,141,TOTAL,8127
E84013,CKD,189,18OV,5935
E84013,COPD,93,TOTAL,8127
E84013,CVDPP,50,30_74,4098
E84013,DEM,57,TOTAL,8127
E84013,DEP,369,18OV,5935
E84013,DM,621,17OV,6057
E84013,EP,37,18OV,5935
E84013,HF,54,TOTAL,8127
E84013,HYP,1065,TOTAL,8127
E84013,LD,50,TOTAL,8127
E84013,MH,151,TOTAL,8127
E84013,OB,688,18OV,5935
E84013,OST,3,50OV,2234
E84013,PAD,22,TOTAL,8127
E84013,PC,20,TOTAL,8127
E84013,RA,33,16OV,6184
E84013,STIA,129,TOTAL,8127
E84014,AF,162,TOTAL,8848
E84014,AST,350,TOTAL,8848
E84014,CAN,261,TOTAL,8848
E84014,CHD,302,TOTAL,8848
E84014,CKD,310,18OV,7120
E84014,COPD,92,TOTAL,8848
E84014,CVDPP,34,30_74,5048
E84014,DEM,52,TOTAL,8848
E84014,DEP,386,18OV,7120
E84014,DM,682,17OV,7207
E84014,EP,40,18OV,7120
E84014,HF,82,TOTAL,8848
E84014,HYP,1255,TOTAL,8848
E84014,LD,14,TOTAL,8848
E84014,MH,82,TOTAL,8848
E84014,OB,520,18OV,7120
E84014,OST,6,50OV,3150
E84014,PAD,42,TOTAL,8848
E84014,PC,12,TOTAL,8848
E84014,RA,51,16OV,7300
E84014,STIA,148,TOTAL,8848
E84015,AF,207,TOTAL,15717
E84015,AST,1006,TOTAL,15717
E84015,CAN,418,TOTAL,15717
E84015,CHD,366,TOTAL,15717
E84015,CKD,421,18OV,12387
E84015,COPD,203,TOTAL,15717
E84015,CVDPP,82,30_74,8876
E84015,DEM,76,TOTAL,15717
E84015,DEP,1239,18OV,12387
E84015,DM,1129,17OV,12573
E84015,EP,82,18OV,12387
E84015,HF,127,TOTAL,15717
E84015,HYP,2363,TOTAL,15717
E84015,LD,92,TOTAL,15717
E84015,MH,149,TOTAL,15717
E84015,OB,858,18OV,12387
E84015,OST,52,50OV,4846
E84015,PAD,60,TOTAL,15717
E84015,PC,28,TOTAL,15717
E84015,RA,97,16OV,12771
E84015,STIA,199,TOTAL,15717
E84017,AF,80,TOTAL,8842
E84017,AST,332,TOTAL,8842
E84017,CAN,174,TOTAL,8842
E84017,CHD,266,TOTAL,8842
E84017,CKD,219,18OV,7114
E84017,COPD,39,TOTAL,8842
E84017,CVDPP,47,30_74,5145
E84017,DEM,46,TOTAL,8842
E84017,DEP,267,18OV,7114
E84017,DM,833,17OV,7215
E84017,EP,24,18OV,7114
E84017,HF,40,TOTAL,8842
E84017,HYP,1266,TOTAL,8842
E84017,LD,24,TOTAL,8842
E84017,MH,76,TOTAL,8842
E84017,OB,237,18OV,7114
E84017,OST,2,50OV,2850
E84017,PAD,20,TOTAL,8842
E84017,PC,61,TOTAL,8842
E84017,RA,46,16OV,7321
E84017,STIA,69,TOTAL,8842
E84018,AF,106,TOTAL,7844
E84018,AST,408,TOTAL,7844
E84018,CAN,195,TOTAL,7844
E84018,CHD,226,TOTAL,7844
E84018,CKD,82,18OV,6369
E84018,COPD,59,TOTAL,7844
E84018,CVDPP,36,30_74,4536
E84018,DEM,55,TOTAL,7844
E84018,DEP,132,18OV,6369
E84018,DM,774,17OV,6444
E84018,EP,34,18OV,6369
E84018,HF,34,TOTAL,7844
E84018,HYP,1113,TOTAL,7844
E84018,LD,18,TOTAL,7844
E84018,MH,55,TOTAL,7844
E84018,OB,444,18OV,6369
E84018,OST,4,50OV,2923
E84018,PAD,24,TOTAL,7844
E84018,PC,7,TOTAL,7844
E84018,RA,54,16OV,6519
E84018,STIA,101,TOTAL,7844
E84020,AF,48,TOTAL,3232
E84020,AST,152,TOTAL,3232
E84020,CAN,80,TOTAL,3232
E84020,CHD,133,TOTAL,3232
E84020,CKD,137,18OV,2721
E84020,COPD,48,TOTAL,3232
E84020,CVDPP,16,30_74,1861
E84020,DEM,36,TOTAL,3232
E84020,DEP,134,18OV,2721
E84020,DM,379,17OV,2749
E84020,EP,14,18OV,2721
E84020,HF,45,TOTAL,3232
E84020,HYP,634,TOTAL,3232
E84020,LD,18,TOTAL,3232
E84020,MH,38,TOTAL,3232
E84020,OB,338,18OV,2721
E84020,OST,9,50OV,1234
E84020,PAD,14,TOTAL,3232
E84020,PC,22,TOTAL,3232
E84020,RA,28,16OV,2772
E84020,STIA,56,TOTAL,3232
E84021,AF,81,TOTAL,13214
E84021,AST,553,TOTAL,13214
E84021,CAN,199,TOTAL,13214
E84021,CHD,250,TOTAL,13214
E84021,CKD,275,18OV,10709
E84021,COPD,89,TOTAL,13214
E84021,CVDPP,227,30_74,7563
E84021,DEM,35,TOTAL,13214
E84021,DEP,502,18OV,10709
E84021,DM,886,17OV,10830
E84021,EP,58,18OV,10709
E84021,HF,88,TOTAL,13214
E84021,HYP,1910,TOTAL,13214
E84021,LD,34,TOTAL,13214
E84021,MH,182,TOTAL,13214
E84021,OB,628,18OV,10709
E84021,OST,2,50OV,3303
E84021,PAD,35,TOTAL,13214
E84021,PC,17,TOTAL,13214
E84021,RA,57,16OV,10950
E84021,STIA,111,TOTAL,13214
E84022,AF,78,TOTAL,7188
E84022,AST,479,TOTAL,7188
E84022,CAN,153,TOTAL,7188
E84022,CHD,221,TOTAL,7188
E84022,CKD,191,18OV,5628
E84022,COPD,49,TOTAL,7188
E84022,CVDPP,59,30_74,3995
E84022,DEM,70,TOTAL,7188
E84022,DEP,453,18OV,5628
E84022,DM,651,17OV,5720
E84022,EP,33,18OV,5628
E84022,HF,54,TOTAL,7188
E84022,HYP,924,TOTAL,7188
E84022,LD,42,TOTAL,7188
E84022,MH,170,TOTAL,7188
E84022,OB,555,18OV,5628
E84022,OST,35,50OV,2264
E84022,PAD,43,TOTAL,7188
E84022,PC,22,TOTAL,7188
E84022,RA,50,16OV,5817
E84022,STIA,109,TOTAL,7188
E84023,AF,62,TOTAL,5257
E84023,AST,308,TOTAL,5257
E84023,CAN,160,TOTAL,5257
E84023,CHD,85,TOTAL,5257
E84023,CKD,115,18OV,4184
E84023,COPD,50,TOTAL,5257
E84023,CVDPP,34,30_74,3162
E84023,DEM,37,TOTAL,5257
E84023,DEP,487,18OV,4184
E84023,DM,305,17OV,4227
E84023,EP,28,18OV,4184
E84023,HF,40,TOTAL,5257
E84023,HYP,704,TOTAL,5257
E84023,LD,20,TOTAL,5257
E84023,MH,68,TOTAL,5257
E84023,OB,179,18OV,4184
E84023,OST,10,50OV,1513
E84023,PAD,26,TOTAL,5257
E84023,PC,9,TOTAL,5257
E84023,RA,20,16OV,4281
E84023,STIA,52,TOTAL,5257
E84024,AF,429,TOTAL,20236
E84024,AST,1100,TOTAL,20236
E84024,CAN,690,TOTAL,20236
E84024,CHD,606,TOTAL,20236
E84024,CKD,647,18OV,15830
E84024,COPD,146,TOTAL,20236
E84024,CVDPP,168,30_74,11700
E84024,DEM,134,TOTAL,20236
E84024,DEP,1006,18OV,15830
E84024,DM,1224,17OV,16050
E84024,EP,103,18OV,15830
E84024,HF,149,TOTAL,20236
E84024,HYP,3034,TOTAL,20236
E84024,LD,55,TOTAL,20236
E84024,MH,170,TOTAL,20236
E84024,OB,943,18OV,15830
E84024,OST,129,50OV,7661
E84024,PAD,100,TOTAL,20236
E84024,PC,50,TOTAL,20236
E84024,RA,115,16OV,16273
E84024,STIA,296,TOTAL,20236
E84025,AF,148,TOTAL,14501
E84025,AST,649,TOTAL,14501
E84025,CAN,304,TOTAL,14501
E84025,CHD,192,TOTAL,14501
E84025,CKD,209,18OV,11332
E84025,COPD,130,TOTAL,14501
E84025,CVDPP,61,30_74,8938
E84025,DEM,55,TOTAL,14501
E84025,DEP,754,18OV,11332
E84025,DM,466,17OV,11477
E84025,EP,58,18OV,11332
E84025,HF,65,TOTAL,14501
E84025,HYP,1176,TOTAL,14501
E84025,LD,31,TOTAL,14501
E84025,MH,204,TOTAL,14501
E84025,OB,383,18OV,11332
E84025,OST,8,50OV,3917
E84025,PAD,44,TOTAL,14501
