PRACTICE_CODE,INDICATOR_GROUP_CODE,REGISTER,PATIENT_LIST_TYPE,PATIENT_LIST_SIZE
A86040,LD,56,TOTAL,6401
A86040,MH,121,TOTAL,6401
A86040,OB,786,18OV,4747
A86040,OST,9,50OV,1796
A86040,PAD,68,TOTAL,6401
A86040,PC,11,TOTAL,6401
A86040,RA,35,16OV,4894
A86040,STIA,114,TOTAL,6401
A86041,AF,99,TOTAL,5246
A86041,AST,273,TOTAL,5246
A86041,CAN,168,TOTAL,5246
A86041,CHD,206,TOTAL,5246
A86041,CKD,198,18OV,4276
A86041,COPD,114,TOTAL,5246
A86041,CVDPP,20,30_74,3062
A86041,DEM,55,TOTAL,5246
A86041,DEP,244,18OV,4276
A86041,DM,273,17OV,4332
A86041,EP,41,18OV,4276
A86041,HF,44,TOTAL,5246
A86041,HYP,764,TOTAL,5246
A86041,LD,21,TOTAL,5246
A86041,MH,30,TOTAL,5246
A86041,OB,512,18OV,4276
A86041,OST,18,50OV,2065
A86041,PAD,37,TOTAL,5246
A86041,PC,24,TOTAL,5246
A86041,RA,31,16OV,4384
A86041,STIA,125,TOTAL,5246
A86601,AF,166,TOTAL,8599
A86601,AST,555,TOTAL,8599
A86601,CAN,244,TOTAL,8599
A86601,CHD,296,TOTAL,8599
A86601,CKD,460,18OV,6827
A86601,COPD,229,TOTAL,8599
A86601,CVDPP,65,30_74,4856
A86601,DEM,60,TOTAL,8599
A86601,DEP,647,18OV,6827
A86601,DM,541,17OV,6935
A86601,EP,61,18OV,6827
A86601,HF,63,TOTAL,8599
A86601,HYP,1307,TOTAL,8599
A86601,LD,45,TOTAL,8599
A86601,MH,66,TOTAL,8599
A86601,OB,829,18OV,6827
A86601,OST,7,50OV,3351
A86601,PAD,104,TOTAL,8599
A86601,PC,33,TOTAL,8599
A86601,RA,60,16OV,7028
A86601,STIA,202,TOTAL,8599
A87002,AF,167,TOTAL,6394
A87002,AST,343,TOTAL,6394
A87002,CAN,214,TOTAL,6394
A87002,CHD,310,TOTAL,6394
A87002,CKD,390,18OV,5418
A87002,COPD,290,TOTAL,6394
A87002,CVDPP,30,30_74,3873
A87002,DEM,79,TOTAL,6394
A87002,DEP,554,18OV,5418
A87002,DM,429,17OV,5486
A87002,EP,55,18OV,5418
A87002,HF,97,TOTAL,6394
A87002,HYP,1230,TOTAL,6394
A87002,LD,54,TOTAL,6394
A87002,MH,69,TOTAL,6394
A87002,OB,706,18OV,5418
A87002,OST,2,50OV,3073
A87002,PAD,91,TOTAL,6394
A87002,PC,40,TOTAL,6394
A87002,RA,67,16OV,5548
A87002,STIA,202,TOTAL,6394
A87003,AF,257,TOTAL,11285
A87003,AST,803,TOTAL,11285
A87003,CAN,310,TOTAL,11285
A87003,CHD,567,TOTAL,11285
A87003,CKD,458,18OV,9419
A87003,COPD,372,TOTAL,11285
A87003,CVDPP,76,30_74,6686
A87003,DEM,129,TOTAL,11285
A87003,DEP,895,18OV,9419
A87003,DM,711,17OV,9520
A87003,EP,108,18OV,9419
A87003,HF,157,TOTAL,11285
A87003,HYP,1676,TOTAL,11285
A87003,LD,99,TOTAL,11285
A87003,MH,127,TOTAL,11285
A87003,OB,1433,18OV,9419
A87003,OST,46,50OV,4890
A87003,PAD,130,TOTAL,11285
A87003,PC,55,TOTAL,11285
A87003,RA,97,16OV,9616
A87003,STIA,331,TOTAL,11285
A87004,AF,400,TOTAL,17500
A87004,AST,1229,TOTAL,17500
A87004,CAN,524,TOTAL,17500
A87004,CHD,785,TOTAL,17500
A87004,CKD,495,18OV,14105
A87004,COPD,477,TOTAL,17500
A87004,CVDPP,123,30_74,10186
A87004,DEM,191,TOTAL,17500
A87004,DEP,1143,18OV,14105
A87004,DM,1116,17OV,14291
A87004,EP,150,18OV,14105
A87004,HF,250,TOTAL,17500
A87004,HYP,2729,TOTAL,17500
A87004,LD,142,TOTAL,17500
A87004,MH,161,TOTAL,17500
A87004,OB,1633,18OV,14105
A87004,OST,79,50OV,6961
A87004,PAD,196,TOTAL,17500
A87004,PC,227,TOTAL,17500
A87004,RA,124,16OV,14491
A87004,STIA,428,TOTAL,17500
A87005,AF,265,TOTAL,12660
A87005,AST,850,TOTAL,12660
A87005,CAN,471,TOTAL,12660
A87005,CHD,569,TOTAL,12660
A87005,CKD,476,18OV,10375
A87005,COPD,266,TOTAL,12660
A87005,CVDPP,64,30_74,7534
A87005,DEM,80,TOTAL,12660
A87005,DEP,669,18OV,10375
A87005,DM,690,17OV,10501
A87005,EP,96,18OV,10375
A87005,HF,122,TOTAL,12660
A87005,HYP,1798,TOTAL,12660
A87005,LD,73,TOTAL,12660
A87005,MH,118,TOTAL,12660
A87005,OB,948,18OV,10375
A87005,OST,27,50OV,5584
A87005,PAD,95,TOTAL,12660
A87005,PC,35,TOTAL,12660
A87005,RA,73,16OV,10639
A87005,STIA,370,TOTAL,12660
A87006,AF,165,TOTAL,6076
A87006,AST,351,TOTAL,6076
A87006,CAN,240,TOTAL,6076
A87006,CHD,274,TOTAL,6076
A87006,CKD,236,18OV,5126
A87006,COPD,95,TOTAL,6076
A87006,CVDPP,23,30_74,3586
A87006,DEM,74,TOTAL,6076
A87006,DEP,527,18OV,5126
A87006,DM,335,17OV,5183
A87006,EP,42,18OV,5126
A87006,HF,96,TOTAL,6076
A87006,HYP,1023,TOTAL,6076
A87006,LD,39,TOTAL,6076
A87006,MH,62,TOTAL,6076
A87006,OB,473,18OV,5126
A87006,OST,32,50OV,2985
A87006,PAD,55,TOTAL,6076
A87006,PC,35,TOTAL,6076
A87006,RA,29,16OV,5246
A87006,STIA,211,TOTAL,6076
A87007,AF,223,TOTAL,10897
A87007,AST,703,TOTAL,10897
A87007,CAN,319,TOTAL,10897
A87007,CHD,478,TOTAL,10897
A87007,CKD,585,18OV,8898
A87007,COPD,285,TOTAL,10897
A87007,CVDPP,51,30_74,6461
A87007,DEM,121,TOTAL,10897
A87007,DEP,681,18OV,8898
A87007,DM,662,17OV,9012
A87007,EP,86,18OV,8898
A87007,HF,134,TOTAL,10897
A87007,HYP,1671,TOTAL,10897
A87007,LD,58,TOTAL,10897
A87007,MH,63,TOTAL,10897
A87007,OB,2403,18OV,8898
A87007,OST,6,50OV,4627
A87007,PAD,154,TOTAL,10897
A87007,PC,43,TOTAL,10897
A87007,RA,81,16OV,9128
A87007,STIA,281,TOTAL,10897
A87008,AF,135,TOTAL,7156
A87008,AST,425,TOTAL,7156
A87008,CAN,183,TOTAL,7156
A87008,CHD,222,TOTAL,7156
A87008,CKD,147,18OV,5419
A87008,COPD,135,TOTAL,7156
A87008,CVDPP,49,30_74,4169
A87008,DEM,43,TOTAL,7156
A87008,DEP,524,18OV,5419
A87008,DM,286,17OV,5509
A87008,EP,42,18OV,5419
A87008,HF,77,TOTAL,7156
A87008,HYP,1048,TOTAL,7156
A87008,LD,38,TOTAL,7156
A87008,MH,58,TOTAL,7156
A87008,OB,314,18OV,5419
A87008,OST,5,50OV,2686
A87008,PAD,36,TOTAL,7156
A87008,PC,36,TOTAL,7156
A87008,RA,39,16OV,5580
A87008,STIA,144,TOTAL,7156
A87009,AF,244,TOTAL,14877
A87009,AST,918,TOTAL,14877
A87009,CAN,396,TOTAL,14877
A87009,CHD,539,TOTAL,14877
A87009,CKD,542,18OV,12016
A87009,COPD,274,TOTAL,14877
A87009,CVDPP,74,30_74,9148
A87009,DEM,87,TOTAL,14877
A87009,DEP,1204,18OV,12016
A87009,DM,775,17OV,12158
A87009,EP,143,18OV,12016
A87009,HF,190,TOTAL,14877
A87009,HYP,1948,TOTAL,14877
A87009,LD,112,TOTAL,14877
A87009,MH,136,TOTAL,14877
A87009,OB,1184,18OV,12016
A87009,OST,72,50OV,5808
A87009,PAD,138,TOTAL,14877
A87009,PC,32,TOTAL,14877
A87009,RA,79,16OV,12304
A87009,STIA,316,TOTAL,14877
A87011,AF,141,TOTAL,6887
A87011,AST,440,TOTAL,6887
A87011,CAN,221,TOTAL,6887
A87011,CHD,246,TOTAL,6887
A87011,CKD,266,18OV,5511
A87011,COPD,96,TOTAL,6887
A87011,CVDPP,60,30_74,4107
A87011,DEM,51,TOTAL,6887
A87011,DEP,396,18OV,5511
A87011,DM,364,17OV,5596
A87011,EP,45,18OV,5511
A87011,HF,62,TOTAL,6887
A87011,HYP,1150,TOTAL,6887
A87011,LD,20,TOTAL,6887
A87011,MH,35,TOTAL,6887
A87011,OB,347,18OV,5511
A87011,OST,11,50OV,2982
A87011,PAD,40,TOTAL,6887
A87011,PC,100,TOTAL,6887
A87011,RA,46,16OV,5683
A87011,STIA,162,TOTAL,6887
A87012,AF,184,TOTAL,7469
A87012,AST,514,TOTAL,7469
A87012,CAN,226,TOTAL,7469
A87012,CHD,401,TOTAL,7469
A87012,CKD,632,18OV,6099
A87012,COPD,200,TOTAL,7469
A87012,CVDPP,24,30_74,4266
A87012,DEM,97,TOTAL,7469
A87012,DEP,371,18OV,6099
A87012,DM,527,17OV,6171
A87012,EP,55,18OV,6099
A87012,HF,110,TOTAL,7469
A87012,HYP,1406,TOTAL,7469
A87012,LD,82,TOTAL,7469
A87012,MH,65,TOTAL,7469
A87012,OB,763,18OV,6099
A87012,OST,53,50OV,3298
A87012,PAD,61,TOTAL,7469
A87012,PC,58,TOTAL,7469
A87012,RA,77,16OV,6222
A87012,STIA,226,TOTAL,7469
A87013,AF,200,TOTAL,9834
A87013,AST,717,TOTAL,9834
A87013,CAN,272,TOTAL,9834
A87013,CHD,459,TOTAL,9834
A87013,CKD,376,18OV,7730
A87013,COPD,337,TOTAL,9834
A87013,CVDPP,148,30_74,5530
A87013,DEM,63,TOTAL,9834
A87013,DEP,1109,18OV,7730
A87013,DM,614,17OV,7844
A87013,EP,95,18OV,7730
A87013,HF,165,TOTAL,9834
A87013,HYP,1509,TOTAL,9834
A87013,LD,82,TOTAL,9834
A87013,MH,81,TOTAL,9834
A87013,OB,1350,18OV,7730
A87013,OST,62,50OV,3611
A87013,PAD,126,TOTAL,9834
A87013,PC,42,TOTAL,9834
A87013,RA,97,16OV,7943
A87013,STIA,223,TOTAL,9834
A87014,AF,93,TOTAL,4511
A87014,AST,274,TOTAL,4511
A87014,CAN,127,TOTAL,4511
A87014,CHD,184,TOTAL,4511
A87014,CKD,206,18OV,3504
A87014,COPD,123,TOTAL,4511
A87014,CVDPP,26,30_74,2582
A87014,DEM,31,TOTAL,4511
A87014,DEP,357,18OV,3504
A87014,DM,245,17OV,3548
A87014,EP,30,18OV,3504
A87014,HF,50,TOTAL,4511
A87014,HYP,687,TOTAL,4511
A87014,LD,15,TOTAL,4511
A87014,MH,34,TOTAL,4511
A87014,OB,588,18OV,3504
A87014,OST,21,50OV,1514
A87014,PAD,38,TOTAL,4511
A87014,PC,2,TOTAL,4511
A87014,RA,38,16OV,3588
A87014,STIA,90,TOTAL,4511
A87015,AF,153,TOTAL,5999
A87015,AST,352,TOTAL,5999
A87015,CAN,207,TOTAL,5999
A87015,CHD,305,TOTAL,5999
A87015,CKD,268,18OV,5021
A87015,COPD,174,TOTAL,5999
A87015,CVDPP,50,30_74,3550
A87015,DEM,77,TOTAL,5999
A87015,DEP,346,18OV,5021
A87015,DM,434,17OV,5076
A87015,EP,49,18OV,5021
A87015,HF,73,TOTAL,5999
A87015,HYP,1061,TOTAL,5999
A87015,LD,27,TOTAL,5999
A87015,MH,61,TOTAL,5999
A87015,OB,546,18OV,5021
A87015,OST,3,50OV,2775
A87015,PAD,54,TOTAL,5999
A87015,PC,26,TOTAL,5999
A87015,RA,55,16OV,5133
A87015,STIA,197,TOTAL,5999
A87016,AF,193,TOTAL,10186
A87016,AST,718,TOTAL,10186
A87016,CAN,292,TOTAL,10186
A87016,CHD,467,TOTAL,10186
A87016,CKD,386,18OV,8254
A87016,COPD,319,TOTAL,10186
A87016,CVDPP,52,30_74,6020
A87016,DEM,112,TOTAL,10186
A87016,DEP,712,18OV,8254
A87016,DM,590,17OV,8364
A87016,EP,94,18OV,8254
A87016,HF,147,TOTAL,10186
A87016,HYP,1642,TOTAL,10186
A87016,LD,68,TOTAL,10186
A87016,MH,134,TOTAL,10186
A87016,OB,1170,18OV,8254
A87016,OST,78,50OV,3949
A87016,PAD,108,TOTAL,10186
A87016,PC,94,TOTAL,10186
A87016,RA,67,16OV,8460
A87016,STIA,212,TOTAL,10186
A87017,AF,149,TOTAL,5222
A87017,AST,390,TOTAL,5222
A87017,CAN,232,TOTAL,5222
A87017,CHD,259,TOTAL,5222
A87017,CKD,452,18OV,4347
A87017,COPD,215,TOTAL,5222
A87017,CVDPP,43,30_74,3084
A87017,DEM,64,TOTAL,5222
A87017,DEP,398,18OV,4347
A87017,DM,335,17OV,4396
A87017,EP,30,18OV,4347
A87017,HF,108,TOTAL,5222
A87017,HYP,1197,TOTAL,5222
A87017,LD,32,TOTAL,5222
A87017,MH,44,TOTAL,5222
A87017,OB,848,18OV,4347
A87017,OST,26,50OV,2544
A87017,PAD,75,TOTAL,5222
A87017,PC,25,TOTAL,5222
A87017,RA,44,16OV,4447
A87017,STIA,164,TOTAL,5222
A87019,AF,108,TOTAL,5383
A87019,AST,329,TOTAL,5383
A87019,CAN,172,TOTAL,5383
A87019,CHD,246,TOTAL,5383
A87019,CKD,300,18OV,4443
A87019,COPD,141,TOTAL,5383
A87019,CVDPP,68,30_74,3101
A87019,DEM,61,TOTAL,5383
A87019,DEP,567,18OV,4443
A87019,DM,379,17OV,4493
A87019,EP,56,18OV,4443
A87019,HF,70,TOTAL,5383
A87019,HYP,978,TOTAL,5383
A87019,LD,47,TOTAL,5383
A87019,MH,72,TOTAL,5383
A87019,OB,645,18OV,4443
A87019,OST,49,50OV,2343
A87019,PAD,86,TOTAL,5383
A87019,PC,55,TOTAL,5383
A87019,RA,45,16OV,4548
A87019,STIA,158,TOTAL,5383
A87020,AF,201,TOTAL,9233
A87020,AST,578,TOTAL,9233
A87020,CAN,301,TOTAL,9233
A87020,CHD,369,TOTAL,9233
A87020,CKD,322,18OV,7426
A87020,COPD,108,TOTAL,9233
A87020,CVDPP,31,30_74,5461
A87020,DEM,82,TOTAL,9233
A87020,DEP,351,18OV,7426
A87020,DM,423,17OV,7528
A87020,EP,67,18OV,7426
A87020,HF,95,TOTAL,9233
A87020,HYP,1237,TOTAL,9233
A87020,LD,42,TOTAL,9233
A87020,MH,39,TOTAL,9233
A87020,OB,757,18OV,7426
A87020,OST,73,50OV,3990
A87020,PAD,38,TOTAL,9233
A87020,PC,28,TOTAL,9233
A87020,RA,65,16OV,7642
A87020,STIA,227,TOTAL,9233
A87022,AF,103,TOTAL,5529
A87022,AST,390,TOTAL,5529
A87022,CAN,154,TOTAL,5529
A87022,CHD,175,TOTAL,5529
A87022,CKD,182,18OV,4285
A87022,COPD,128,TOTAL,5529
A87022,CVDPP,16,30_74,3181
A87022,DEM,21,TOTAL,5529
A87022,DEP,316,18OV,4285
A87022,DM,281,17OV,4346
A87022,EP,44,18OV,4285
A87022,HF,89,TOTAL,5529
A87022,HYP,705,TOTAL,5529
A87022,LD,32,TOTAL,5529
A87022,MH,24,TOTAL,5529
A87022,OB,513,18OV,4285
A87022,OST,13,50OV,1826
A87022,PAD,54,TOTAL,5529
A87022,PC,38,TOTAL,5529
A87022,RA,38,16OV,4396
A87022,STIA,109,TOTAL,5529
A87023,AF,105,TOTAL,5251
A87023,AST,362,TOTAL,5251
A87023,CAN,143,TOTAL,5251
A87023,CHD,224,TOTAL,5251
A87023,CKD,202,18OV,4127
A87023,COPD,124,TOTAL,5251
A87023,CVDPP,30,30_74,3039
A87023,DEM,31,TOTAL,5251
A87023,DEP,443,18OV,4127
A87023,DM,314,17OV,4170
A87023,EP,38,18OV,4127
A87023,HF,56,TOTAL,5251
A87023,HYP,793,TOTAL,5251
A87023,LD,22,TOTAL,5251
A87023,MH,26,TOTAL,5251
A87023,OB,505,18OV,4127
A87023,OST,3,50OV,1961
A87023,PAD,40,TOTAL,5251
A87023,PC,7,TOTAL,5251
A87023,RA,50,16OV,4239
A87023,STIA,114,TOTAL,5251
A87027,AF,129,TOTAL,7091
A87027,AST,497,TOTAL,7091
A87027,CAN,147,TOTAL,7091
A87027,CHD,327,TOTAL,7091
A87027,CKD,274,18OV,5561
A87027,COPD,233,TOTAL,7091
A87027,CVDPP,49,30_74,4032
A87027,DEM,70,TOTAL,7091
A87027,DEP,461,18OV,5561
A87027,DM,554,17OV,5655
A87027,EP,43,18OV,5561
A87027,HF,74,TOTAL,7091
A87027,HYP,1132,TOTAL,7091
A87027,LD,78,TOTAL,7091
A87027,MH,67,TOTAL,7091
A87027,OB,889,18OV,5561
A87027,OST,18,50OV,2552
A87027,PAD,85,TOTAL,7091
A87027,PC,80,TOTAL,7091
A87027,RA,51,16OV,5743
A87027,STIA,151,TOTAL,7091
A87029,AF,107,TOTAL,5007
A87029,AST,400,TOTAL,5007
A87029,CAN,160,TOTAL,5007
A87029,CHD,237,TOTAL,5007
A87029,CKD,270,18OV,4044
A87029,COPD,184,TOTAL,5007
A87029,CVDPP,40,30_74,2877
A87029,DEM,58,TOTAL,5007
A87029,DEP,719,18OV,4044
A87029,DM,340,17OV,4084
A87029,EP,48,18OV,4044
A87029,HF,78,TOTAL,5007
A87029,HYP,903,TOTAL,5007
A87029,LD,34,TOTAL,5007
A87029,MH,73,TOTAL,5007
A87029,OB,512,18OV,4044
A87029,OST,57,50OV,1851
A87029,PAD,75,TOTAL,5007
A87029,PC,63,TOTAL,5007
A87029,RA,43,16OV,4138
A87029,STIA,144,TOTAL,5007
A87030,AF,80,TOTAL,5270
A87030,AST,342,TOTAL,5270
A87030,CAN,140,TOTAL,5270
A87030,CHD,160,TOTAL,5270
A87030,CKD,176,18OV,3872
A87030,COPD,191,TOTAL,5270
A87030,CVDPP,36,30_74,2727
A87030,DEM,36,TOTAL,5270
A87030,DEP,618,18OV,3872
A87030,DM,304,17OV,3926
A87030,EP,57,18OV,3872
A87030,HF,53,TOTAL,5270
A87030,HYP,704,TOTAL,5270
A87030,LD,44,TOTAL,5270
A87030,MH,70,TOTAL,5270
A87030,OB,662,18OV,3872
A87030,OST,17,50OV,1411
A87030,PAD,44,TOTAL,5270
A87030,PC,47,TOTAL,5270
A87030,RA,29,16OV,3989
A87030,STIA,108,TOTAL,5270
A87600,AF,83,TOTAL,4562
A87600,AST,289,TOTAL,4562
A87600,CAN,162,TOTAL,4562
A87600,CHD,171,TOTAL,4562
A87600,CKD,194,18OV,3610
A87600,COPD,80,TOTAL,4562
A87600,CVDPP,20,30_74,2632
A87600,DEM,42,TOTAL,4562
A87600,DEP,344,18OV,3610
A87600,DM,253,17OV,3673
A87600,EP,24,18OV,3610
A87600,HF,70,TOTAL,4562
A87600,HYP,595,TOTAL,4562
A87600,LD,26,TOTAL,4562
A87600,MH,49,TOTAL,4562
A87600,OB,302,18OV,3610
A87600,OST,31,50OV,1873
A87600,PAD,27,TOTAL,4562
A87600,PC,7,TOTAL,4562
A87600,RA,29,16OV,3730
A87600,STIA,135,TOTAL,4562
A87612,AF,115,TOTAL,5400
A87612,AST,424,TOTAL,5400
A87612,CAN,188,TOTAL,5400
A87612,CHD,261,TOTAL,5400
A87612,CKD,336,18OV,4227
A87612,COPD,130,TOTAL,5400
A87612,CVDPP,29,30_74,3175
A87612,DEM,71,TOTAL,5400
A87612,DEP,680,18OV,4227
A87612,DM,338,17OV,4293
A87612,EP,47,18OV,4227
A87612,HF,90,TOTAL,5400
A87612,HYP,840,TOTAL,5400
A87612,LD,43,TOTAL,5400
A87612,MH,61,TOTAL,5400
A87612,OB,804,18OV,4227
A87612,OST,30,50OV,2043
A87612,PAD,59,TOTAL,5400
A87612,PC,42,TOTAL,5400
A87612,RA,56,16OV,4356
A87612,STIA,120,TOTAL,5400
A87615,AF,74,TOTAL,4912
A87615,AST,301,TOTAL,4912
A87615,CAN,121,TOTAL,4912
A87615,CHD,195,TOTAL,4912
A87615,CKD,206,18OV,3804
A87615,COPD,128,TOTAL,4912
A87615,CVDPP,25,30_74,2829
A87615,DEM,35,TOTAL,4912
A87615,DEP,411,18OV,3804
A87615,DM,282,17OV,3863
A87615,EP,29,18OV,3804
A87615,HF,27,TOTAL,4912
A87615,HYP,730,TOTAL,4912
A87615,LD,33,TOTAL,4912
A87615,MH,23,TOTAL,4912
A87615,OB,491,18OV,3804
A87615,OST,3,50OV,1739
A87615,PAD,43,TOTAL,4912
A87615,PC,25,TOTAL,4912
A87615,RA,26,16OV,3921
A87615,STIA,93,TOTAL,4912
A88001,AF,84,TOTAL,3007
A88001,AST,127,TOTAL,3007
A88001,CAN,97,TOTAL,3007
A88001,CHD,157,TOTAL,3007
A88001,CKD,148,18OV,2533
A88001,COPD,126,TOTAL,3007
A88001,CVDPP,29,30_74,1793
A88001,DEM,40,TOTAL,3007
A88001,DEP,181,18OV,2533
A88001,DM,203,17OV,2560
A88001,EP,30,18OV,2533
A88001,HF,40,TOTAL,3007
A88001,HYP,632,TOTAL,3007
A88001,LD,17,TOTAL,3007
A88001,MH,28,TOTAL,3007
A88001,OB,435,18OV,2533
A88001,OST,3,50OV,1341
A88001,PAD,25,TOTAL,3007
A88001,PC,23,TOTAL,3007
A88001,RA,28,16OV,2595
A88001,STIA,78,TOTAL,3007
A88002,AF,214,TOTAL,12435
A88002,AST,942,TOTAL,12435
A88002,CAN,339,TOTAL,12435
A88002,CHD,603,TOTAL,12435
A88002,CKD,831,18OV,9939
A88002,COPD,440,TOTAL,12435
A88002,CVDPP,51,30_74,6982
A88002,DEM,131,TOTAL,12435
A88002,DEP,1024,18OV,9939
A88002,DM,732,17OV,10083
A88002,EP,115,18OV,9939
A88002,HF,139,TOTAL,12435
A88002,HYP,2061,TOTAL,12435
A88002,LD,65,TOTAL,12435
A88002,MH,121,TOTAL,12435
A88002,OB,1015,18OV,9939
A88002,OST,7,50OV,4807
A88002,PAD,123,TOTAL,12435
A88002,PC,139,TOTAL,12435
A88002,RA,56,16OV,10204
A88002,STIA,244,TOTAL,12435
A88003,AF,285,TOTAL,12574
A88003,AST,877,TOTAL,12574
A88003,CAN,450,TOTAL,12574
A88003,CHD,581,TOTAL,12574
A88003,CKD,837,18OV,10193
A88003,COPD,513,TOTAL,12574
A88003,CVDPP,78,30_74,7033
A88003,DEM,129,TOTAL,12574
A88003,DEP,1242,18OV,10193
A88003,DM,790,17OV,10316
A88003,EP,102,18OV,10193
A88003,HF,138,TOTAL,12574
A88003,HYP,2364,TOTAL,12574
A88003,LD,68,TOTAL,12574
A88003,MH,132,TOTAL,12574
A88003,OB,1598,18OV,10193
A88003,OST,72,50OV,5428
A88003,PAD,147,TOTAL,12574
A88003,PC,127,TOTAL,12574
A88003,RA,108,16OV,10445
A88003,STIA,300,TOTAL,12574
A88004,AF,209,TOTAL,9452
A88004,AST,573,TOTAL,9452
A88004,CAN,261,TOTAL,9452
A88004,CHD,442,TOTAL,9452
A88004,CKD,329,18OV,7500
A88004,COPD,291,TOTAL,9452
A88004,CVDPP,56,30_74,5496
A88004,DEM,95,TOTAL,9452
A88004,DEP,1143,18OV,7500
A88004,DM,530,17OV,7618
A88004,EP,79,18OV,7500
A88004,HF,128,TOTAL,9452
A88004,HYP,1406,TOTAL,9452
A88004,LD,72,TOTAL,9452
A88004,MH,123,TOTAL,9452
A88004,OB,1174,18OV,7500
A88004,OST,13,50OV,3578
A88004,PAD,88,TOTAL,9452
A88004,PC,121,TOTAL,9452
A88004,RA,84,16OV,7728
A88004,STIA,219,TOTAL,9452
A88005,AF,63,TOTAL,4747
A88005,AST,286,TOTAL,4747
A88005,CAN,123,TOTAL,4747
A88005,CHD,231,TOTAL,4747
A88005,CKD,152,18OV,3781
A88005,COPD,185,TOTAL,4747
A88005,CVDPP,44,30_74,2734
A88005,DEM,27,TOTAL,4747
A88005,DEP,363,18OV,3781
A88005,DM,293,17OV,3829
A88005,EP,15,18OV,3781
A88005,HF,31,TOTAL,4747
A88005,HYP,757,TOTAL,4747
A88005,LD,30,TOTAL,4747
A88005,MH,40,TOTAL,4747
A88005,OB,449,18OV,3781
A88005,OST,0,50OV,1842
A88005,PAD,47,TOTAL,4747
A88005,PC,66,TOTAL,4747
A88005,RA,45,16OV,3879
A88005,STIA,96,TOTAL,4747
A88006,AF,190,TOTAL,8037
A88006,AST,519,TOTAL,8037
A88006,CAN,247,TOTAL,8037
A88006,CHD,425,TOTAL,8037
A88006,CKD,394,18OV,6532
A88006,COPD,451,TOTAL,8037
A88006,CVDPP,42,30_74,4618
A88006,DEM,70,TOTAL,8037
A88006,DEP,487,18OV,6532
A88006,DM,577,17OV,6616
A88006,EP,59,18OV,6532
A88006,HF,119,TOTAL,8037
A88006,HYP,1189,TOTAL,8037
A88006,LD,39,TOTAL,8037
A88006,MH,70,TOTAL,8037
A88006,OB,1196,18OV,6532
A88006,OST,14,50OV,3415
A88006,PAD,98,TOTAL,8037
A88006,PC,102,TOTAL,8037
A88006,RA,64,16OV,6691
A88006,STIA,217,TOTAL,8037
A88007,AF,177,TOTAL,8704
A88007,AST,424,TOTAL,8704
A88007,CAN,252,TOTAL,8704
A88007,CHD,372,TOTAL,8704
A88007,CKD,590,18OV,7400
A88007,COPD,283,TOTAL,8704
A88007,CVDPP,52,30_74,5317
A88007,DEM,95,TOTAL,8704
A88007,DEP,807,18OV,7400
A88007,DM,514,17OV,7479
A88007,EP,64,18OV,7400
A88007,HF,122,TOTAL,8704
A88007,HYP,1289,TOTAL,8704
A88007,LD,46,TOTAL,8704
A88007,MH,87,TOTAL,8704
A88007,OB,876,18OV,7400
A88007,OST,3,50OV,3491
A88007,PAD,82,TOTAL,8704
A88007,PC,63,TOTAL,8704
A88007,RA,67,16OV,7570
A88007,STIA,214,TOTAL,8704
A88008,AF,128,TOTAL,6404
A88008,AST,409,TOTAL,6404
A88008,CAN,196,TOTAL,6404
A88008,CHD,306,TOTAL,6404
A88008,CKD,307,18OV,5338
A88008,COPD,315,TOTAL,6404
A88008,CVDPP,46,30_74,3771
A88008,DEM,45,TOTAL,6404
A88008,DEP,638,18OV,5338
A88008,DM,363,17OV,5409
A88008,EP,57,18OV,5338
A88008,HF,105,TOTAL,6404
A88008,HYP,979,TOTAL,6404
A88008,LD,27,TOTAL,6404
A88008,MH,80,TOTAL,6404
A88008,OB,837,18OV,5338
A88008,OST,5,50OV,2633
A88008,PAD,60,TOTAL,6404
A88008,PC,83,TOTAL,6404
A88008,RA,44,16OV,5469
A88008,STIA,137,TOTAL,6404
A88009,AF,153,TOTAL,6493
A88009,AST,371,TOTAL,6493
A88009,CAN,206,TOTAL,6493
A88009,CHD,221,TOTAL,6493
A88009,CKD,170,18OV,5287
A88009,COPD,135,TOTAL,6493
A88009,CVDPP,22,30_74,3759
A88009,DEM,40,TOTAL,6493
A88009,DEP,474,18OV,5287
A88009,DM,344,17OV,5382
A88009,EP,45,18OV,5287
A88009,HF,66,TOTAL,6493
A88009,HYP,952,TOTAL,6493
A88009,LD,27,TOTAL,6493
A88009,MH,45,TOTAL,6493
A88009,OB,498,18OV,5287
A88009,OST,13,50OV,2797
A88009,PAD,53,TOTAL,6493
A88009,PC,95,TOTAL,6493
A88009,RA,40,16OV,5446
A88009,STIA,121,TOTAL,6493
A88010,AF,64,TOTAL,3254
A88010,AST,196,TOTAL,3254
A88010,CAN,128,TOTAL,3254
A88010,CHD,184,TOTAL,3254
A88010,CKD,116,18OV,2697
A88010,COPD,140,TOTAL,3254
A88010,CVDPP,23,30_74,1886
A88010,DEM,46,TOTAL,3254
A88010,DEP,319,18OV,2697
A88010,DM,227,17OV,2729
A88010,EP,23,18OV,2697
A88010,HF,43,TOTAL,3254
A88010,HYP,699,TOTAL,3254
A88010,LD,19,TOTAL,3254
A88010,MH,38,TOTAL,3254
A88010,OB,444,18OV,2697
